year,doy,doy_cont,time,Mdate,dnr,dng,dnb,dnr_sd,dng_sd,dnb_sd,gcc
2020,269,269,900,704953,155.909,136.762,86.1471,23.0379,21.5189,15.5164,0.361022876
2020,269,269,930,704953,150.884,134.184,92.2983,17.9601,17.5086,13.9638,0.355580241
2020,269,269,1000,704953,153.623,134.759,89.8611,18.0823,17.8056,14.2423,0.356276162
2020,269,269,1030,704953,150.849,134.439,93.8285,18.6259,18.3475,14.8956,0.354611313
2020,269,269,1100,704953,150.975,133.241,92.0552,19.2731,19.0809,15.1411,0.354108951
2020,269,269,1130,704953,153.128,133.255,89.1386,19.3865,19.1924,15.0118,0.35485309
2020,269,269,1200,704953,151.612,131.138,85.961,20.5268,20.2174,15.6873,0.355666091
2020,269,269,1300,704953,155.671,131.329,80.9832,22.0472,21.8139,16.2876,0.356888575
2020,269,269,1330,704953,150.169,128.447,83.0615,23.2853,22.6529,17.2734,0.355142357
2020,269,269,1400,704953,142.408,125.382,90.1508,24.188,23.2346,18.3307,0.350286975
2020,269,269,1430,704953,141.164,123.904,87.8028,25.4824,24.3159,19.0606,0.351131349
2020,269,269,1500,704953,139.941,120.334,80.8599,26.985,25.3246,18.9887,0.352746084
2020,269,269,1530,704953,139.517,117.422,74.6742,28.6284,26.438,18.8962,0.354093263
2020,270,270,900,704953,162.734,135.976,78.7454,23.0718,21.631,14.7953,0.360243886
2020,270,270,930,704953,160.885,136.731,84.9966,17.9791,18.143,13.8859,0.357361467
2020,270,270,1030,704953,163.389,135.085,79.8803,18.589,19.0194,14.1255,0.357033077
2020,270,270,1130,704953,153.414,129.6,90.723,20.3311,19.9754,15.7743,0.346767914
2020,270,270,1200,704953,152.379,127.86,88.5563,20.9809,20.4843,16.1025,0.346696392
2020,270,270,1230,704953,144.12,125.813,95.3039,21.6062,20.8841,17.1322,0.344469576
2020,270,270,1300,704953,143.629,123.773,90.6624,21.8168,20.8407,16.5323,0.345672454
2020,270,270,1330,704953,144.56,124.415,87.3832,23.1787,22.1691,17.3162,0.34912905
2020,270,270,1400,704953,141.412,120.323,84.6295,24.1945,22.8279,17.7259,0.347388373
2020,270,270,1430,704953,137.347,117.162,81.7833,24.7786,23.2009,17.6046,0.348393347
2020,270,270,1500,704953,128.116,111.424,83.7671,25.6721,23.6726,18.5759,0.344638271
2020,271,271,900,704953,153.743,136.519,95.4248,24.6789,23.1402,17.6682,0.353963371
2020,271,271,930,704953,162.048,138.772,83.2154,18.3121,18.636,14.1439,0.361352105
2020,271,271,1030,704953,160.09,135.714,80.0018,19.2397,19.4294,14.4163,0.361128008
2020,271,271,1130,704953,159.43,133.709,79.6012,20.1882,20.3772,15.0137,0.358719022
2020,271,271,1200,704953,158.112,132.623,78.1148,21.0974,21.085,15.5985,0.359558281
2020,271,271,1230,704953,153.985,130.395,81.6539,21.7815,21.5516,16.3645,0.356237496
2020,271,271,1300,704953,152.084,128.43,83.7997,22.5519,22.0719,16.9952,0.352525859
2020,271,271,1330,704953,149.852,126.045,82.0012,23.5872,22.8864,17.38,0.352181151
2020,271,271,1400,704953,149.146,125.529,82.0448,24.7669,23.8622,18.0727,0.351898044
2020,271,271,1430,704953,145.267,121.141,79.2564,25.6269,24.2146,18.0253,0.350458422
2020,271,271,1500,704953,135.459,114.925,80.2503,26.7588,24.7716,18.8842,0.347589467
2020,272,272,930,704953,163.418,133.941,79.428,18.7654,19.0108,14.0977,0.35548201
2020,272,272,1000,704953,161.965,133.765,81.2662,18.8505,19.0837,14.383,0.3548179
2020,272,272,1030,704953,156.096,131.129,87.0909,19.6984,19.6361,15.3769,0.350316404
2020,272,272,1100,704953,157.229,131.76,85.8254,20.1025,20.108,15.4875,0.351533986
2020,272,272,1130,704953,157.903,131.549,85.9348,20.4909,20.5324,15.8091,0.35043587
2020,272,272,1200,704953,153.199,129.296,87.8125,21.305,21.0361,16.3698,0.34915847
2020,272,272,1230,704953,153.456,128.634,85.1164,22.2525,21.9671,16.927,0.350304352
2020,272,272,1300,704953,150.22,126.016,84.2726,22.8329,22.2471,16.9748,0.349550607
2020,272,272,1330,704953,145.177,122.964,87.5989,23.8146,22.8709,17.8926,0.345657038
2020,272,272,1400,704953,141.105,119.292,83.9431,24.6002,23.2147,17.8931,0.346436561
2020,272,272,1430,704953,136.245,115.982,84.245,25.5129,23.7861,18.4506,0.344700302
2020,272,272,1500,704953,128.27,110.461,82.877,26.3988,24.2389,18.9727,0.343464715
2020,272,272,1530,704953,121.903,104.92,82.6501,27.0525,24.5453,19.3888,0.339027851
2020,273,273,900,704953,137.083,124.161,101.162,21.4235,19.5271,16.5446,0.342601944
2020,273,273,1000,704953,142.63,127.269,100.76,19.7345,19.1206,16.3554,0.343358721
2020,273,273,1030,704953,143.394,127.114,99.0336,20.2624,19.6951,16.6431,0.343977512
2020,273,273,1100,704953,142.859,125.737,98.0183,20.7392,20.0638,16.8646,0.342968073
2020,273,273,1200,704953,133.228,124.273,107.151,21.4202,20.8751,18.3739,0.340798899
2020,273,273,1230,704953,135.613,122.737,100.848,22.3518,21.6162,18.4606,0.341697337
2020,273,273,1300,704953,141.997,123.423,94.9232,23.0464,22.2492,18.291,0.342515136
2020,273,273,1330,704953,138.468,120.894,92.8269,23.9692,22.8963,18.7159,0.343264651
2020,273,273,1400,704953,135.676,118.462,91.5848,24.9763,23.666,19.2596,0.342650239
2020,273,273,1500,704953,122.876,108.194,86.567,26.2381,24.226,19.6733,0.340621527
2020,273,273,1530,704953,120.836,104.481,82.0768,27.3218,24.701,19.6231,0.339892997
2020,274,274,900,704953,162.151,134.291,78.7611,23.3881,21.7736,14.7305,0.357915486
2020,274,274,930,704953,162.231,134.588,79.441,18.8776,18.9885,13.9973,0.357699463
2020,274,274,1000,704953,157.124,129.891,75.5041,19.9714,19.8209,14.4512,0.358301121
2020,274,274,1100,704953,159.725,132.219,82.804,20.4744,20.5247,15.4853,0.352821096
2020,274,274,1130,704953,153.226,129.147,89.6379,21.2289,20.8898,16.374,0.347159183
2020,274,274,1200,704953,143.038,126.276,99.0996,21.9628,21.3419,17.654,0.342756076
2020,274,274,1230,704953,141.987,125.323,97.0185,22.798,22.0957,18.1284,0.34398352
2020,274,274,1300,704953,142.195,124.023,92.5729,23.0973,22.1905,17.6942,0.345669302
2020,274,274,1330,704953,140.624,122.48,91.447,23.8713,22.7025,18.0542,0.345451007
2020,274,274,1400,704953,134.882,117.527,89.8409,25.2266,23.7823,19.1813,0.343395279
2020,274,274,1430,704953,126.551,112.764,90.1251,25.4618,23.8417,19.453,0.342289843
2020,274,274,1500,704953,118.732,107.369,87.311,25.8682,24.0766,19.7083,0.342581012
2020,275,275,900,704953,119.825,114.117,104.282,19.3851,18.4032,16.8683,0.337400658
2020,275,275,930,704953,121.789,116.592,107.798,19.741,19.0531,17.6667,0.336796859
2020,275,275,1100,704953,140.154,136.493,126.8,21.2584,20.8034,19.249,0.338317053
2020,275,275,1130,704953,137.61,135.631,128.368,21.7291,21.2983,19.6721,0.337719025
2020,275,275,1330,704953,113.376,109.884,100.717,20.9096,19.9628,17.8388,0.339172225
2020,276,276,930,704953,123.507,119.843,113.389,19.1467,18.5475,17.458,0.335940281
2020,276,276,1000,704953,121.291,117.714,111.24,19.4679,18.8088,17.742,0.336090451
2020,276,276,1030,704953,121.889,119.371,113.278,19.8846,19.3253,18.0585,0.336694515
2020,276,276,1100,704953,121.821,119.343,113.597,20.0914,19.5784,18.215,0.336403945
2020,276,276,1200,704953,137.17,134.637,126.84,21.6468,21.1799,19.5679,0.337734888
2020,276,276,1300,704953,115.59,112.634,104.582,20.6338,19.8738,18.1022,0.338437408
2020,277,277,900,704953,125.181,116.415,102.499,19.7155,18.4344,16.493,0.338322266
2020,277,277,930,704953,131.615,122.254,105.333,19.2178,18.4523,16.5743,0.340348884
2020,277,277,1000,704953,131.73,122.797,105.451,19.9138,19.2184,17.1867,0.341123624
2020,269,269,600,704953,15.6423,15.6425,15.6374,0.508087,0.508102,0.515961,0.333370984
2020,268,268,1430,667449,128.511,120.487,102.56,28.1356,27.6265,24.3813,0.342722965
2020,268,268,1530,667449,126.777,116.972,97.3292,28.4311,27.2729,23.0399,0.342947746
2020,269,269,900,667449,147.797,129.21,80.7876,26.3581,24.1395,16.7473,0.361128983
2020,269,269,930,667449,145.044,128.857,88.2496,19.9887,19.0572,14.8659,0.355810538
2020,269,269,1000,667449,148.676,130.121,86.3095,18.5107,18.2215,14.538,0.356391902
2020,269,269,1030,667449,146.05,130.006,90.411,19.3401,19.0634,15.4713,0.354754998
2020,269,269,1100,667449,146.354,128.953,88.9972,20.2786,20.0842,16.0256,0.353970665
2020,269,269,1130,667449,148.742,129.313,86.4461,20.4332,20.1794,15.8139,0.354767105
2020,269,269,1200,667449,147.353,127.436,83.5296,21.7865,21.3949,16.6361,0.355649972
2020,268,268,1530,736189,128.596,118.454,98.4623,27.9443,26.7102,22.4714,0.342835841
2020,269,269,900,736189,151.339,132.458,83.0521,24.9617,22.9977,16.1785,0.361069442
2020,269,269,1000,736189,150.471,131.78,87.5636,18.4311,18.1196,14.4772,0.356340718
2020,269,269,1030,736189,147.714,131.504,91.5501,19.1367,18.8425,15.2881,0.35467992
2020,269,269,1100,736189,148.093,130.541,90.1149,20.7355,20.5638,16.6391,0.354010548
2020,269,269,1130,736189,150.269,130.638,87.304,20.0874,19.8421,15.5463,0.354791139
2020,269,269,1200,736189,148.939,128.77,84.3638,21.4623,21.1023,16.4583,0.35564671
2020,269,269,1230,736189,151.025,129.892,84.2896,22.4271,22.2015,17.3569,0.355667176
2020,269,269,1300,736189,153.221,129.231,79.8167,22.4816,22.1828,16.4281,0.356726927
2020,269,269,1330,736189,147.642,126.356,81.8082,23.6495,22.9677,17.3903,0.355125908
2020,269,269,1400,736189,139.778,123.281,88.815,25.7275,24.8319,19.913,0.350355525
2020,270,270,900,736189,162.098,135.273,78.197,23.1871,21.6526,14.6715,0.360182444
2020,270,270,930,736189,157.595,133.589,82.7754,19.3429,18.9787,14.2424,0.357228619
2020,270,270,1000,736189,157.023,132.791,82.2223,18.8484,18.8946,14.5395,0.356930224
2020,270,270,1030,736189,160.332,132.065,77.889,18.8978,19.1708,14.1155,0.356656746
2020,270,270,1100,736189,156.055,130.043,82.1458,20.0468,19.95,15.1583,0.35314376
