year,doy,time,Mdate,dnr,dng,dnb,dnr_sd,dng_sd,dnb_sd,gcc
2020,335,1400,75640,153.691,122.441,59.6092,14.7814,15.1894,12.2075,0.36468863517495
2020,335,1430,75640,152.158,120.914,61.4709,15.2383,15.3547,12.4096,0.361430477227285
2020,335,1500,75640,160.094,121.991,53.7806,15.3796,15.6788,11.0533,0.363213737876103
2020,335,1530,75640,159.783,120.743,53.28,16.2733,16.39,11.2305,0.361716086589217
2020,336,930,75640,187.351,167.898,104.129,12.6813,12.1588,14.1054,0.365489858025417
2020,336,1000,75640,150.282,120.359,63.5575,19.6713,20.3236,18.8198,0.360142250788079
2020,336,1030,75640,146.817,117.578,61.5773,17.8845,16.6509,14.7642,0.360699360037647
2020,336,1100,75640,146.51,118.622,64.6085,16.333,15.5402,14.1111,0.3597434952637
2020,336,1130,75640,145.25,117.13,65.9815,15.0232,14.2545,12.7797,0.356710515696877
2020,336,1200,75640,143.516,117.269,69.6203,14.7776,14.1151,13.0263,0.354924694004606
2020,336,1230,75640,143.325,117.68,70.3908,14.6462,13.9735,12.7268,0.355104077963571
2020,336,1300,75640,143.596,117.901,70.8293,14.7073,14.2536,13.0129,0.354774810179032
2020,336,1330,75640,144.688,119.834,73.2918,14.7045,14.7214,13.5019,0.354733880025032
2020,336,1400,75640,148.63,120.448,66.2971,14.8503,14.8938,12.6552,0.359144134433355
2020,336,1430,75640,151.112,121.035,63.2626,15.1858,15.3682,12.1427,0.360857292098974
2020,336,1500,75640,154.464,123.226,59.7705,15.7228,16.0619,12.2295,0.365156810945281
2020,336,1530,75640,150.4,120.261,63.1554,16.9696,16.6874,12.977,0.360260909889388
2020,337,1000,75640,187.939,165.357,93.6409,11.452,11.5051,12.5187,0.369978401872837
2020,337,1030,75640,156.118,120.386,54.2438,17.3238,17.2445,13.9411,0.363981257018187
2020,337,1100,75640,157.237,120.379,53.7734,15.7631,15.39,12.0107,0.36325543303437
2020,337,1130,75640,157.931,119.707,53.0554,14.5441,14.5708,11.335,0.361987871545063
2020,337,1200,75640,154.263,120.363,57.6635,14.3783,14.2965,11.6673,0.362223302271062
2020,337,1230,75640,149.976,119.36,60.141,14.3588,13.9982,11.4855,0.362271114523927
2020,337,1300,75640,151.439,120.993,61.1451,14.3492,14.3437,11.911,0.3627137474365
2020,337,1330,75640,152.34,120.463,60.2177,14.4299,14.4184,11.5752,0.361728264939687
2020,337,1400,75640,150.97,118.695,57.6313,14.6075,14.5188,11.1053,0.36265304557369
2020,337,1430,75640,155.796,121.777,56.6484,14.9111,15.1493,11.1157,0.364360271365029
2020,337,1500,75640,165.174,145.597,90.931,16.1278,19.2045,19.3182,0.362450274083774
2020,338,1000,75640,172.993,138.366,66.9084,15.7033,21.4267,18.3811,0.365788857300418
2020,338,1030,75640,161.313,120.201,52.1894,17.117,18.04,14.4953,0.360203102515587
2020,338,1100,75640,161.34,119.763,51.3883,15.1679,14.9902,11.1332,0.360198898437343
2020,338,1130,75640,161.71,119.969,51.956,14.2529,14.4258,10.947,0.359581578671302
2020,338,1200,75640,160.881,119.334,52.0949,14.0525,14.2716,10.8212,0.359104558726658
2020,338,1230,75640,164.267,121.701,51.7958,13.7235,14.2605,10.5826,0.360313923516967
2020,338,1300,75640,163.991,121.575,52.1603,13.6473,14.3748,10.4213,0.35998084839706
2020,338,1330,75640,163.753,121.604,51.7731,13.8724,14.6526,10.7118,0.360703479161309
2020,338,1400,75640,163.944,119.636,51.5302,14.291,14.8353,10.5726,0.35700494941664
2020,338,1430,75640,158.394,118.053,53.5487,14.9192,14.9574,10.6231,0.357741025110327
2020,339,1000,75640,186.646,166.114,97.7057,11.3483,11.0779,12.2226,0.368760595978784
2020,339,1030,75640,154.645,120.116,54.8691,17.6776,17.23,14.1393,0.364396333951299
2020,339,1100,75640,155.447,121.194,55.9871,16.0871,15.9834,13.1423,0.364352861348756
2020,339,1130,75640,154.022,121.153,58.9213,15.1129,14.9238,12.6937,0.36262897853104
2020,339,1200,75640,151.182,120.068,58.4771,14.7913,14.5608,12.1796,0.364143559931835
2020,339,1230,75640,151.221,120.211,59.498,14.3614,14.3005,11.6635,0.36325204726075
2020,339,1300,75640,151.1,120.397,59.8612,14.5725,14.5493,11.9295,0.363343958290454
2020,339,1330,75640,151.484,121.136,61.7646,14.5678,14.7396,12.1408,0.362265487106763
2020,339,1400,75640,152.155,121.482,61.5437,14.8206,14.9999,12.0813,0.362437336039933
2020,339,1430,75640,153.941,121.405,60.6588,15.0317,15.2592,11.7142,0.361319243058432
2020,339,1500,75640,157.489,122.499,56.9081,15.5473,15.8391,11.6288,0.3636106206038
2020,339,1530,75640,158.988,120.984,53.4581,16.2568,16.5438,11.0923,0.362846665612973
2020,340,930,74387,194.217,167.705,89.8929,11.9011,12.0727,12.6415,0.371180764512193
2020,340,1000,74387,159.106,120.479,51.7846,18.9495,16.3918,9.56926,0.363578916110591
2020,340,1030,74387,159.298,121.929,53.1457,17.5077,15.2459,9.17009,0.364649984882139
2020,340,1100,74387,158.487,122.161,52.9258,16.4639,14.1079,8.86704,0.366218809750646
2020,340,1130,74387,158.896,121.896,57.0201,15.0998,13.2063,8.57978,0.360839650207911
2020,340,1200,74387,153.806,120.235,60.3638,14.7264,13.0483,9.44459,0.359549264843088
2020,340,1230,74387,155.516,120.659,58.4424,13.7135,12.8499,9.189,0.360587943125492
2020,340,1300,74387,155.268,120.961,59.2262,14.1458,12.8614,8.97417,0.360587643297823
2020,340,1330,74387,151.515,119.45,66.8685,14.3987,13.0284,10.11,0.353576539922773
2020,340,1530,74387,91.1602,71.4075,49.1942,13.8136,10.0868,7.96116,0.337206551320138
2020,341,930,74387,166.97,120.253,50.8332,18.6915,19.8787,13.2332,0.355718960338547
2020,341,1000,74387,160.477,116.648,49.5693,18.3949,16.0129,9.43495,0.357055510304281
2020,341,1030,74387,161.294,121.215,53.5395,16.8113,14.5826,8.57283,0.360706862253514
2020,341,1100,74387,160.336,116.386,53.7315,15.7897,13.0336,7.8765,0.352200839149835
2020,341,1130,74387,177.604,153.848,90.5782,9.13099,9.70613,9.24432,0.364542632257123
2020,341,1200,74387,163.839,121.495,51.165,14.2781,12.7922,7.9792,0.361056050686629
2020,341,1230,74387,163.51,124.51,55.6093,14.0467,12.8931,8.55793,0.36233813589237
2020,341,1300,74387,152.92,118.239,56.2038,14.7816,12.9449,8.58675,0.361186426802312
2020,341,1330,74387,147.613,112.286,60.6145,14.2739,12.5027,9.07067,0.350331577297056
2020,341,1430,74387,150.834,116.52,60.1208,14.5543,13.1031,9.23875,0.355813638179182
2020,341,1500,74387,160.075,122.032,54.6502,14.8154,13.9494,9.0634,0.362373840856261
2020,341,1530,74387,164.515,124.369,54.3053,15.3527,14.7432,9.12125,0.362391834477357
2020,342,930,74387,186.322,164.029,94.8421,15.0635,16.1841,16.5089,0.368444614258397
2020,342,1000,74387,155.763,121.046,56.7453,19.4968,16.913,11.0311,0.362897435290146
2020,342,1030,74387,155.111,121.798,59.6183,17.4273,14.811,9.78374,0.361926060679178
2020,342,1100,74387,156.5,123.212,58.3871,16.2707,14.0943,9.31342,0.36442569648958
2020,342,1130,74387,154.604,121.86,56.8454,15.3755,13.0234,8.83714,0.365606250528788
2020,342,1200,74387,151.74,119.679,58.1913,14.4104,12.3928,8.68598,0.363092415497938
2020,342,1230,74387,154.147,122.396,61.3433,13.9674,12.5858,9.08858,0.362240197368168
2020,342,1300,74387,152.383,120.98,60.2734,14.0167,12.6816,9.31171,0.362610314701873
2020,342,1330,74387,154.763,123.229,61.4491,14.0308,12.9763,9.46655,0.363035000770384
2020,342,1400,74387,156.47,124.147,60.4755,13.9212,13.1701,9.38069,0.363968718162962
2020,342,1430,74387,157.004,123.676,58.7376,14.297,13.4854,9.41669,0.364377097710902
2020,342,1500,74387,158.231,124.525,59.2205,14.6896,14.214,9.65073,0.36413320798359
2020,342,1530,74387,154.051,121.681,62.2938,15.8718,14.8411,10.3203,0.359975481161497
2020,343,1000,74387,153.277,119.562,57.3665,19.9623,16.7945,10.951,0.362083611569159
2020,343,1030,74387,151.252,120.072,61.64,18.3088,15.2429,10.6626,0.360615562042743
2020,343,1100,74387,151.756,121.775,64.9511,16.5713,13.9711,10.1275,0.359767916826326
2020,343,1130,74387,151.151,121.166,66.5893,15.0214,13.042,9.91198,0.357520648037525
2020,343,1200,74387,147.716,120.214,70.2475,14.646,12.766,10.3622,0.355476044384975
2020,343,1230,74387,146.956,120.404,72.7013,14.0216,12.5713,10.3614,0.354065575824123
2020,343,1300,74387,146.911,121.171,76.0533,14.1329,12.861,10.855,0.352102792128561
2020,343,1330,74387,148.593,123.196,77.4965,14.1329,13.1401,11.2199,0.352708600843722
2020,343,1400,74387,149.416,123.104,75.0806,14.3515,13.4116,11.1355,0.354153588917856
2020,343,1430,74387,149.684,122.462,72.6663,14.6039,13.7221,11.1649,0.355155544045268
2020,343,1500,74387,155.123,124.539,64.6458,15.0235,14.2827,10.2551,0.361708331905348
2020,343,1530,74387,157.069,124.515,60.6193,15.8156,15.0476,10.1396,0.363862651236852
2020,344,930,74387,170.853,121.468,47.7705,18.9802,17.7054,9.77117,0.357162704742694
2020,344,1100,74387,160.316,120.386,53.0535,15.7631,13.7997,8.32473,0.360701171965705
2020,344,1130,74387,161.14,118.313,49.4291,14.9102,12.7528,7.59707,0.359742898746998
2020,344,1200,74387,164.412,121.665,51.6664,14.1223,12.758,7.90594,0.360229097000859
2020,344,1230,74387,120.896,98.1939,59.6555,15.0874,12.7972,9.86958,0.352270925367737
2020,344,1300,74387,149.847,116.639,59.0627,15.2997,12.8773,8.6948,0.35828433656777
2020,344,1330,74387,159.145,119.269,52.7176,14.2872,12.6733,8.08441,0.360186101235883
2020,344,1400,74387,158.192,122.685,58.202,13.9781,13.3174,9.08825,0.361818337319622
2020,344,1430,74387,156.803,121.614,56.1846,12.804,12.845,9.00659,0.363459110775322
2020,344,1500,74387,149.356,116.386,61.2347,14.7809,13.661,9.55782,0.355945851799226
2020,345,1000,74387,152.104,123.904,75.3756,16.3556,20.2187,18.3379,0.352617481293948
2020,345,1100,74387,146.13,111.164,61.3722,15.6096,13.3274,9.76016,0.348841515039876
2020,345,1130,74387,127.515,112.677,83.4736,19.777,21.9637,22.5686,0.348127820812592
2020,345,1200,74387,151.349,122.667,70.4104,14.6258,13.0551,10.3396,0.356148657594191
2020,345,1230,74387,148.44,121.994,77.3319,14.4537,13.1458,11.1174,0.350793450421677
2020,345,1300,74387,148.03,122.542,76.6013,14.3752,13.1347,11.1215,0.352970692158642
2020,345,1330,74387,149.737,124.556,79.3645,14.3727,13.3702,11.435,0.352193859878555
2020,345,1400,74387,155.011,125.752,69.2554,14.3972,13.7544,10.6798,0.359272541100696
2020,345,1430,74387,158.449,125.933,61.8517,14.5919,14.0625,9.96552,0.363722537696359
2020,345,1500,74387,158.736,127.079,67.1819,15.2683,14.7817,10.974,0.360000328614784
2020,345,1530,74387,158.924,125.885,64.4733,16.1823,15.5654,11.1428,0.360410475996064
2020,346,1030,74387,132.008,99.9732,57.3333,17.1328,13.1981,9.54592,0.345551985814745
2020,346,1100,74387,161.453,144.205,99.6351,9.30863,9.55151,8.90317,0.355804231554892
2020,346,1300,74387,147.997,115.417,69.8777,14.5945,12.9256,10.3805,0.346294252152094
2020,346,1530,74387,117.064,103.471,79.0697,11.0098,9.24356,8.35063,0.345358400585839
2020,347,900,79276,93.3962,73.9365,57.3957,12.6759,8.21879,6.17012,0.329003810822308
2020,347,930,79276,85.704,64.5922,44.8701,13.1468,8.8065,6.00823,0.330959801974009
2020,347,1000,79276,97.1518,73.3771,50.306,14.3772,10.1125,7.02589,0.332271303131887
2020,347,1030,79276,92.0766,68.7205,44.2825,13.8534,9.41702,6.25097,0.335091837510898
2020,347,1100,79276,83.0709,67.1618,51.2245,12.981,9.35168,6.96859,0.333379993368318
2020,347,1130,79276,91.1315,68.9975,46.2543,14.1556,10.2097,7.12987,0.334317263073127
2020,347,1200,79276,98.4687,74.4444,49.0836,14.9737,11.173,8.07166,0.335340119920702
2020,347,1230,79276,94.4911,71.537,46.9145,14.4592,10.412,7.21122,0.33594499174895
2020,347,1300,79276,83.9319,64.6947,43.6758,13.1159,9.26967,6.52204,0.336421698325138
2020,347,1330,79276,97.4983,74.3405,49.1007,14.3218,10.637,7.97104,0.336474464729032
2020,347,1400,79276,111.054,83.8953,53.0489,15.4257,11.7228,9.04264,0.338289955330321
2020,347,1430,79276,115.791,86.5659,48.3777,15.1168,11.383,7.80807,0.345249119985834
2020,347,1500,79276,117.592,91.5812,56.1217,15.4089,11.8327,8.76757,0.345205279106383
2020,347,1530,79276,152.629,123.701,68.4689,19.1904,19.9998,14.2367,0.358762745472796
2020,348,900,79276,88.1395,70.8186,58.6985,12.852,8.29177,6.47844,0.32536849330551
2020,348,930,79276,95.599,74.1012,53.9049,13.8559,9.04744,6.02008,0.331393156953934
2020,348,1000,79276,83.3663,62.5924,47.0937,12.711,8.3323,6.1254,0.324224925460652
2020,348,1030,79276,87.5199,65.0412,47.6433,13.6131,8.75436,6.0954,0.324873978793673
2020,348,1100,79276,107.773,96.3815,84.2054,10.3129,10.2276,14.192,0.334240301789535
2020,348,1130,79276,100.175,87.7402,73.7216,10.948,11.752,15.3578,0.33535114326425
2020,348,1200,79276,108.396,89.7929,68.5126,12.3204,12.4024,16.0598,0.336679396253864
2020,348,1230,79276,125.978,99.8154,67.7259,14.387,11.1507,10.0271,0.340064179766032
2020,348,1300,79276,111.741,88.116,62.7091,15.2058,11.7487,8.95234,0.335595493858499
2020,348,1330,79276,104.962,82.4304,57.6697,15.1303,11.6815,8.98744,0.336365353924577
2020,348,1400,79276,105.294,80.6234,52.9972,15.3231,11.4289,8.35323,0.337456982536856
2020,348,1430,79276,88.1575,68.9634,46.6555,14.0339,10.0194,7.14048,0.338426824696088
2020,348,1500,79276,115.964,88.0556,55.2701,16.8027,12.5273,8.94722,0.339603154309639
2020,348,1530,79276,114.639,87.6626,56.986,17.0185,12.8715,9.55125,0.338090213338393
2020,349,900,79276,73.8733,70.9078,62.3578,9.01018,7.02493,6.7204,0.342320056734877
2020,349,930,88331,171.947,136.322,68.9669,16.9779,20.0084,14.9705,0.361370696691381
2020,349,1000,88331,163.759,132.227,72.5647,17.7151,18.0877,14.4641,0.358775604007807
2020,349,1030,88331,160.649,130.447,73.9553,17.5886,15.8623,11.6601,0.357338817859298
2020,349,1100,88331,157.604,129.407,77.2971,16.0375,14.3195,11.0657,0.355213073769153
2020,349,1130,88331,157.079,129.868,80.3075,14.8728,13.436,11.154,0.353618539731984
2020,349,1200,88331,156.742,130.282,81.2096,14.6483,13.4137,11.4223,0.353802586184422
2020,349,1230,88331,154.465,128.402,80.434,14.1757,13.1431,11.2066,0.353431452156752
2020,349,1300,88331,154.118,128.027,82.0223,14.1793,13.3333,11.4894,0.351560944653735
2020,349,1330,88331,153.523,127.743,80.6028,14.194,13.3876,11.5092,0.353009156909908
2020,349,1400,88331,155.326,129.272,82.6505,14.1612,13.6467,11.7424,0.352001437718602
2020,349,1430,88331,153.905,128.475,81.3096,14.5412,13.8195,11.8454,0.35325453353629
2020,349,1500,88331,152.559,126.657,80.7375,14.8228,14.2261,12.0015,0.351870449933116
2020,349,1530,88331,156.408,127.197,74.6924,15.23,14.9053,11.6614,0.355003971561055
2020,350,900,88660,90.8567,95.8726,74.8153,10.5925,9.73472,7.73881,0.366563102430714
2020,350,930,88660,179.338,134.255,60.7274,18.9161,19.9602,12.6598,0.358663326925276
2020,350,1000,88660,142.338,106.585,58.5257,18.2312,14.4308,9.06502,0.34667572183587
2020,350,1030,88660,140.554,108.578,62.0569,17.4793,13.9894,9.81899,0.348913473456155
2020,350,1100,88660,123.652,96.2057,57.108,16.3138,12.5619,9.01197,0.347356008343271
2020,350,1130,88660,126.427,94.4513,53.1255,16.6122,12.3946,8.57331,0.344707993100826
2020,350,1200,88660,149.957,117.578,62.4374,15.1913,13.5996,9.52466,0.35632677157241
2020,350,1230,88660,133.144,107.077,67.1078,15.2627,12.639,9.71659,0.348411863775865
2020,350,1300,88660,134.133,104.457,64.2865,15.7822,12.7816,10.0283,0.344883145440468
2020,350,1330,88660,106.622,83.6418,53.3271,15.6891,11.9672,9.15956,0.343369969896248
2020,350,1400,88660,107.127,84.2083,54.5229,15.3073,11.8459,9.22817,0.342507591774446
2020,350,1430,88660,121.199,95.2434,60.4514,15.5503,12.2544,9.62527,0.343970865364266
2020,350,1500,88660,138.558,108.634,66.561,15.2022,12.9101,10.2746,0.346240514034926
2020,350,1530,88660,113.329,87.1619,53.2899,15.205,11.63,8.70943,0.343453484266737
2020,351,900,88660,117.458,87.286,57.8129,16.7653,13.6721,9.72638,0.332446033602621
2020,351,930,88660,144.201,103.013,56.1816,18.1107,13.2319,7.15239,0.339533599037033
2020,351,1000,88660,99.3337,79.6963,53.8821,16.0772,15.4621,11.053,0.342173291984401
2020,351,1030,88660,167.623,122.672,57.146,16.5451,15.2372,8.73009,0.353072895829796
2020,351,1100,88660,166.223,126.291,61.9142,15.5952,14.1077,8.86705,0.356323227102132
2020,351,1130,88660,161.59,124.546,62.4449,15.2012,13.1001,8.51123,0.357294389910635
2020,351,1200,88660,155.501,121.833,67.8011,14.2729,13.0329,9.49864,0.35300089732977
2020,351,1230,88660,145.079,115.085,71.3338,14.4889,12.6545,10.0669,0.347166708195349
2020,351,1300,88660,145.785,114.611,68.378,14.5995,12.7246,9.63861,0.348601166758929
2020,351,1330,88660,153.322,120.293,68.1484,14.2296,13.0656,9.76904,0.351977420636616
2020,351,1400,88660,150.141,115.916,68.2426,14.5705,13.0793,9.88309,0.346742861792237
2020,351,1430,88660,136.285,104.418,62.9304,15.1696,12.3842,9.20077,0.343894973346147
2020,351,1500,88660,139.45,109.607,67.3887,15.0316,12.9094,9.83771,0.346369061105902
2020,351,1530,88660,142.25,110.336,67.7826,15.3231,13.35,10.1066,0.344403290459802
2020,352,930,88660,170.468,128.721,58.8807,20.7119,20.2857,12.0494,0.359485876632399
2020,352,1000,88660,171.159,136.908,69.3008,19.2767,18.7428,13.2886,0.362797249791848
2020,352,1030,88660,168.68,138.298,76.2251,17.3844,16.8182,12.7561,0.360900003157595
2020,352,1100,88660,163.913,136.073,79.9166,16.1319,15.1422,12.461,0.358178648948441
2020,352,1130,88660,111.091,91.3659,61.4087,16.313,12.3913,9.20898,0.346259231972641
2020,352,1200,88660,84.8462,74.6661,55.0542,12.6775,10.6336,9.01237,0.34798582257715
2020,352,1230,88660,168.927,140.839,80.1078,13.4508,13.8812,12.0451,0.361242535405046
2020,352,1300,88660,85.0298,83.4319,69.751,9.69422,9.18459,8.04839,0.350241192010334
2020,352,1330,88660,99.2771,94.4809,76.6596,11.3665,10.9985,10.1739,0.349388871138565
2020,352,1400,88660,96.5666,95.9623,82.7205,8.93816,8.71962,7.90026,0.348637635540713
2020,352,1430,88660,86.1481,71.1826,48.1197,13.1797,9.68882,7.2861,0.346470973042642
2020,352,1500,88660,98.9266,82.1245,55.5796,14.0587,11.039,8.46827,0.347057672567423
2020,352,1530,88660,91.4666,76.2809,51.3808,13.1869,10.6082,8.11419,0.348110673062311
2020,353,900,88660,76.993,82.1646,65.6576,10.7481,10.0112,8.20109,0.36547617776734
2020,353,930,88660,173.706,130.76,54.4701,20.9685,21.4865,12.9303,0.364298826448496
2020,353,1000,88660,166.012,133.347,70.3389,19.445,18.6182,13.8645,0.360691797275559
2020,353,1030,88660,162.342,133.489,79.3313,17.9958,16.8476,13.5301,0.355816669212232
2020,353,1100,88660,160.714,148.51,111.902,31.3071,31.2408,27.7024,0.352649800772215
2020,353,1130,88660,157.041,140.054,103.789,12.2158,13.5355,15.7728,0.349362907973379
2020,353,1200,88660,159.788,139.064,95.9399,11.2872,13.0261,15.5568,0.352246335347812
2020,353,1230,88660,158.095,134.148,89.5208,14.5144,13.8484,12.5959,0.351390047982548
2020,353,1300,88660,156.941,133.215,88.8838,14.2972,13.63,12.2154,0.351453857879832
2020,353,1330,88660,157.744,133.521,88.1061,14.2295,13.8737,12.4506,0.351953535733217
2020,353,1400,88660,160.744,136.558,89.4589,12.9626,14.2071,14.114,0.35308119305752
2020,353,1430,88660,157.813,133.235,88.3306,14.4976,14.3256,12.6283,0.351192713558435
2020,353,1500,88660,159.972,133.818,84.063,14.8137,14.7945,12.5963,0.354153599415646
2020,353,1530,88660,163.258,133.389,72.7879,15.3461,15.5051,11.8341,0.361062260225009
2020,354,1000,593600,142.803,116.786,64.2939,25.0154,22.7908,14.6532,0.36058093835766
2020,354,1030,593600,144.471,120.718,71.2197,20.3466,19.556,14.1425,0.358843276050827
2020,354,1100,593600,147.879,124.403,74.1428,16.8036,17.3598,13.1988,0.359105352734562
2020,354,1130,593600,147.669,124.92,76.9707,16.6812,17.3611,13.5997,0.357363849436877
2020,354,1200,593600,147.166,124.055,73.2653,16.7269,17.3224,13.3013,0.360115917527054
2020,354,1230,593600,147.133,124.884,75.3992,17.8745,18.3521,14.1475,0.359465102663606
2020,354,1300,593600,147.067,124.72,76.1956,18.4906,18.9957,14.6038,0.358408725033953
2020,354,1330,593600,146.021,123.392,75.845,19.4946,19.8313,15.0337,0.357390704922116
2020,354,1400,593600,137.061,119.349,79.326,21.4299,21.4276,16.8248,0.355484666523697
2020,354,1430,593600,131.004,116.117,81.3985,22.4688,22.1208,17.4709,0.353455426542412
2020,354,1500,593600,130.061,110.665,67.8928,24.1122,23.0664,16.3603,0.358581525169562
2020,354,1530,593600,131.906,112.186,67.8921,25.9721,24.6261,17.076,0.359588838020912
2020,355,1030,593600,153.323,130.496,80.8039,17.5323,17.0102,13.6469,0.357893045115927
2020,355,1100,593600,143.599,126.035,84.744,16.6652,17.2781,14.2094,0.355651310182912
2020,355,1130,593600,141.405,126.115,90.7024,16.3991,17.1639,14.8533,0.352057827762865
2020,355,1200,593600,137.758,125.263,97.127,17.1035,17.9529,15.9413,0.34780978930884
2020,355,1230,593600,135.291,124.323,99.3372,17.6569,18.6306,16.7106,0.346350701710985
2020,355,1300,593600,135.018,124.208,99.0951,18.7205,19.5569,17.4808,0.34663881083196
2020,355,1330,593600,132.746,122.562,97.6858,19.6943,20.3176,17.9851,0.347207231401798
2020,355,1400,593600,131.789,120.779,96.5114,20.8476,21.3638,18.6967,0.345992917370661
2020,355,1430,593600,130.642,118.249,90.8219,22.1482,22.3071,18.83,0.34808510362721
2020,355,1500,593600,127.987,114.922,85.1521,24.0107,23.7181,19.2259,0.350306695917315
2020,355,1530,593600,121.026,109.293,80.4003,25.9847,24.9612,19.5049,0.351741909820214
2020,356,900,654358,85.0887,87.6264,85.9097,11.7966,11.1088,10.8543,0.338816695073326
2020,356,930,654358,91.9532,89.7892,87.8425,11.8939,10.7646,10.4363,0.333064648650574
2020,356,1000,654358,88.1787,87.2351,86.38,11.3102,10.1531,9.86109,0.333220649228515
2020,356,1030,654358,84.3694,82.6339,79.6606,11.6023,10.393,9.85409,0.335006054797642
2020,356,1100,654358,87.3886,81.8297,72.4064,13.5304,11.952,10.4491,0.338664466008649
2020,356,1130,654358,93.0747,87.2175,77.7153,14.0433,12.8305,11.1857,0.338042498764571
2020,356,1200,654358,90.7094,85.9786,76.2274,13.6493,12.6724,11.0486,0.339950038629518
2020,356,1230,654358,89.3739,83.6991,74.506,13.6756,12.5955,11.0566,0.338070272519075
2020,356,1300,654358,94.3632,90.0237,72.2664,14.727,14.2852,12.2204,0.350759955161301
2020,356,1330,654358,94.0315,89.7365,74.3213,15.0558,14.7222,12.8148,0.347695545689031
2020,357,1030,623220,143.896,124.12,79.0791,19.9038,19.3311,14.6899,0.357596520377268
2020,357,1100,623220,152.235,129.939,81.6739,15.5149,15.5381,13.3088,0.35712450174922
2020,357,1130,623220,148.003,127.164,80.895,15.8814,16.7758,13.5849,0.357140048643214
2020,357,1200,623220,146.281,126.689,82.5863,16.1349,16.9713,13.661,0.356312066471611
2020,357,1230,623220,143.546,126.212,86.1329,17.1135,18.0027,14.8284,0.354636772111903
2020,357,1300,623220,140.262,124.657,87.1731,18.5815,19.1407,16.0192,0.35404656906531
2020,357,1330,623220,140.324,124.043,84.2429,19.0206,19.5159,15.8011,0.355821793930694
2020,357,1400,623220,137.848,121.347,82.5746,20.359,20.6272,16.4023,0.35505498441055
2020,357,1430,623220,137.278,119.533,78.4657,21.8501,21.7522,16.5955,0.356520450123734
2020,357,1500,623220,134.396,117.137,77.744,23.9172,23.4377,17.7033,0.355740000060739
2020,357,1530,623220,129.655,112.792,73.3365,26.202,25.0778,18.0812,0.357181423348592
2020,358,1000,623220,141.433,121.993,75.7826,26.337,24.1528,16.9579,0.359640056295742
2020,358,1030,623220,151.619,132.023,87.2313,16.1634,16.1951,15.0012,0.355978712945904
2020,358,1100,623220,142.969,127.749,89.9831,15.5886,16.273,14.1352,0.3541685900043
2020,358,1130,623220,141.314,127.717,95.8751,15.2181,16.2308,14.3533,0.349999630041811
2020,358,1200,623220,138.216,125.286,95.597,15.8263,16.7236,14.7421,0.348889860456309
2020,358,1230,623220,137.337,124.119,93.6967,16.7115,17.5487,15.2419,0.349480660009061
2020,358,1300,623220,139.299,125.191,92.7597,17.7422,18.5964,16.0974,0.350429965371559
2020,358,1330,623220,137.832,123.566,90.1927,18.9206,19.5646,16.4765,0.351448431372047
2020,358,1400,623220,136.245,122.24,88.1245,20.6244,21.0003,17.4829,0.352673541838871
2020,358,1430,623220,133.546,118.767,86.6531,21.7214,21.8695,17.7193,0.350380170760439
2020,358,1500,623220,130.419,114.702,79.2902,23.2509,22.4539,17.0975,0.353569790438801
2020,358,1530,623220,125.791,109.623,74.6848,24.554,23.3513,17.0912,0.353509913614629
2020,359,900,631214,90.142,85.0498,70.766,14.2705,13.74,11.8197,0.345790212792601
2020,359,930,631214,80.6768,74.7371,59.6939,13.3909,12.7175,10.6472,0.347440213697504
2020,359,1000,631214,82.7767,77.9719,64.2829,13.8721,13.3433,11.5363,0.346493268720157
2020,359,1030,631214,88.9607,82.3672,67.1844,14.3844,13.8648,12.0015,0.345337326418805
2020,359,1100,631214,96.9435,87.8457,70.6479,15.2182,14.6583,12.8973,0.343903450203592
2020,359,1130,631214,93.714,86.2941,71.502,14.7555,14.379,12.7444,0.343103915111163
2020,359,1200,631214,125.87,109.138,82.8709,15.5546,15.4754,13.3009,0.343332004735137
2020,359,1330,631214,123.894,108.844,74.8209,17.2581,17.0327,13.6661,0.353896440649254
2020,359,1400,631214,129.554,109.99,74.2907,18.7994,18.3903,14.3675,0.350471123811357
2020,359,1430,631214,128.575,111.229,75.198,20.6042,20.2171,15.7557,0.353105694567019
2020,359,1500,631214,123.934,105.875,74.4733,22.0464,21.063,16.298,0.347949913616402
2020,359,1530,631214,112.261,94.9008,65.0651,21.0484,19.2432,14.3195,0.348609193286924
2020,360,900,631214,84.4667,81.0386,71.0885,12.993,12.6192,11.2075,0.342522077924274
2020,360,930,631214,86.4359,80.7696,65.9362,13.6869,13.1314,11.2654,0.346439954757128
2020,360,1000,631214,94.2943,86.9373,68.7765,14.4953,14.1082,12.0688,0.347737933290961
2020,360,1030,631214,99.4535,92.9828,77.2853,14.5822,14.3647,12.7194,0.344736202069096
2020,360,1100,631214,98.0155,90.1469,72.7501,14.8662,14.3158,12.3305,0.345506252096009
2020,360,1130,631214,90.067,83.0304,65.7363,14.3435,13.7719,11.6908,0.34764943138259
2020,360,1200,631214,105.476,97.0686,77.6184,15.3331,14.989,13.0169,0.346471875301164
2020,360,1230,631214,99.4725,91.4645,74.2088,14.7984,14.4918,12.5881,0.344959263921963
2020,360,1300,631214,92.3901,86.7011,72.1549,14.5112,14.2223,12.5323,0.345084361508497
2020,360,1330,631214,86.0051,80.8068,67.7112,14.1665,13.8326,12.2216,0.344557956124578
