Month,Day,Year,Time,Flux,Temperature (C),Soil sig,Soil STD,ATM sig,ATM STD,Mode,Soil VR,Soil VA,ATM VR,ATM VA
8,6,20,17:00:00,-0.08,51.3,163.15,4.166,167.27,4.277,0,1.40138,1.92127,1.40142,1.92089
8,6,20,17:30:00,-0.1,51.2,163.05,1.599,168.13,6.426,0,1.40121,1.92152,1.40129,1.92127
8,6,20,18:00:00,-0.03,49.9,165.04,3.65,166.63,6.152,0,1.40042,1.92235,1.40058,1.9216
8,6,20,18:30:00,0.03,47.6,180.37,4.779,178.92,2.857,0,1.4,1.92331,1.39979,1.92339
8,6,20,19:00:00,0.18,44.2,209.23,3.029,199.98,3.297,0,1.39867,1.92489,1.39854,1.92468
8,6,20,19:30:00,0.06,37.8,251.08,4.151,248.16,1.406,0,1.39713,1.92881,1.39713,1.9286
8,6,20,20:00:00,0.04,34.2,271.4,3.23,269.55,1.34,0,1.39638,1.93143,1.39596,1.93127
8,6,20,20:30:00,0,31.3,280.45,2.565,280.36,3.663,0,1.39488,1.93318,1.39463,1.93335
8,6,20,21:00:00,-0.04,29.5,289.45,3.066,291.52,3.118,0,1.39421,1.93523,1.39433,1.93489
8,6,20,21:30:00,-0.04,28.3,295.06,4.02,297.18,3.969,0,1.39458,1.93606,1.39417,1.93589
8,6,20,22:00:00,-0.08,27.7,298.92,4.437,303.12,3.577,0,1.39508,1.9371,1.39454,1.93668
8,6,20,22:30:00,-0.11,27.3,301.26,3.58,306.86,1.721,0,1.3945,1.93718,1.39463,1.93693
8,6,20,23:00:00,-0.1,27.5,307.7,2.936,312.72,2.248,0,1.39525,1.93764,1.395,1.93714
8,6,20,23:30:00,-0.1,27.5,305.86,4.099,311.3,3.588,0,1.39538,1.93806,1.39496,1.93731
8,7,20,0:00:00,-0.07,27,305.97,3.376,309.77,2.58,0,1.39458,1.93802,1.39467,1.93777
8,7,20,0:30:00,-0.04,26.5,305.3,3.636,307.3,1.763,0,1.39438,1.93814,1.39413,1.93798
8,7,20,1:00:00,-0.06,26,308.7,2.983,311.77,3.382,0,1.39438,1.93877,1.39421,1.9386
8,7,20,1:30:00,-0.09,25.6,310.22,3.879,314.72,2.1,0,1.39417,1.93902,1.39408,1.93868
8,7,20,2:00:00,-0.11,25.1,311.79,2.526,317.61,1.91,0,1.39408,1.93935,1.39388,1.93893
8,7,20,2:30:00,-0.16,24.7,316.99,1.763,325.51,3.1,0,1.39429,1.93981,1.39475,1.93956
8,7,20,3:00:00,-0.17,25.5,321.73,3.741,330.35,5.575,0,1.39525,1.93918,1.39525,1.93893
8,7,20,3:30:00,-0.1,25.9,320.65,3.188,325.78,4.971,0,1.39521,1.93902,1.39496,1.9386
8,7,20,4:00:00,-0.07,26.1,322.01,4.861,325.42,3.284,0,1.39583,1.93873,1.39508,1.93848
8,7,20,4:30:00,-0.1,26.1,321.93,4.652,327.12,2.344,0,1.39588,1.93881,1.39579,1.93852
8,7,20,5:00:00,-0.07,25.9,322.22,2.545,325.94,2.84,0,1.3955,1.93893,1.39538,1.93868
8,7,20,5:30:00,-0.07,24.6,323.48,1.783,326.91,1.333,0,1.39408,1.93935,1.39421,1.93927
8,7,20,6:00:00,-0.13,23.3,322.49,1.489,329.15,1.934,0,1.39304,1.94006,1.39321,1.93952
8,7,20,6:30:00,-0.13,22.6,327.68,4.344,334.63,4.235,0,1.39346,1.94089,1.39325,1.94052
8,7,20,7:00:00,-0.27,25.4,324.9,5.074,338.71,5.638,0,1.39617,1.93985,1.39583,1.93935
8,7,20,7:30:00,-0.17,26.4,327.27,2.087,336.02,4.946,0,1.39588,1.93823,1.39592,1.93743
8,7,20,8:00:00,-0.31,30.4,314.67,3.577,330.98,8.609,0,1.39804,1.93531,1.39767,1.93514
8,7,20,8:30:00,-0.27,36.1,280.7,2.843,294.49,8.517,0,1.39917,1.93073,1.39892,1.93077
8,7,20,9:00:00,-0.26,39.6,246.33,3.552,259.78,8.839,0,1.39983,1.92943,1.39917,1.92877
8,7,20,9:30:00,-0.13,41.8,231.92,4.773,238.73,6.432,0,1.40021,1.92798,1.39975,1.92789
8,7,20,10:00:00,-0.18,43.5,218.07,2.29,227.28,5.051,0,1.40021,1.92664,1.40063,1.92689
8,7,20,10:30:00,-0.17,44.6,207.27,1.727,216.34,4.601,0,1.40038,1.92614,1.40025,1.92598
8,7,20,11:00:00,-0.12,45.7,200.85,1.446,207.21,4.816,0,1.4005,1.92523,1.40079,1.92552
8,7,20,11:30:00,-0.11,46.7,196.57,2.887,202.36,3.586,0,1.40096,1.92448,1.40067,1.92398
8,7,20,12:00:00,-0.14,47.9,185.08,2.892,192.35,5.16,0,1.40054,1.92318,1.40054,1.92335
8,7,20,12:30:00,-0.21,49.6,174.41,2.738,185.22,8.059,0,1.40083,1.92185,1.40104,1.92202
8,7,20,13:00:00,-0.17,50.3,163.78,4.743,172.45,4.052,0,1.40071,1.92198,1.40121,1.92214
8,7,20,13:30:00,-0.07,51.3,168.44,2.905,171.88,8.436,0,1.40138,1.92052,1.40088,1.92064
8,7,20,14:00:00,-0.06,52.4,162.24,3.183,165.45,5.737,0,1.40171,1.9201,1.40142,1.91993
8,7,20,14:30:00,-0.27,53.6,155.91,5.227,169.93,4.316,0,1.40171,1.91831,1.40196,1.91818
8,7,20,15:00:00,-0.09,54.5,157.97,4.244,162.68,4.337,0,1.40158,1.91698,1.40179,1.91727
8,7,20,15:30:00,-0.06,54.6,152.3,3.368,155.41,2.779,0,1.40142,1.91768,1.40154,1.91723
8,7,20,16:00:00,-0.18,54.4,145.33,1.638,154.51,4.457,0,1.40179,1.91843,1.40179,1.91823
8,7,20,16:30:00,-0.11,54.4,149.21,1.703,154.66,4.788,0,1.40167,1.91839,1.40171,1.91823
8,7,20,17:00:00,-0.07,54.1,147.5,4.393,151,5.028,0,1.402,1.91848,1.4015,1.91885
8,7,20,17:30:00,-0.01,54,150.9,3.769,151.67,5.811,0,1.40188,1.91877,1.40171,1.91943
8,7,20,18:00:00,-0.02,52.8,155.57,4.536,156.52,4.035,0,1.40142,1.92031,1.40133,1.91935
8,7,20,18:30:00,0.07,51,159.73,2.375,155.86,2.585,0,1.40038,1.92102,1.40058,1.92131
8,7,20,19:00:00,0.03,47.6,171.7,6.161,170.12,2.59,0,1.39917,1.92368,1.39958,1.92352
8,7,20,19:30:00,-0.01,41.1,221.91,4.061,222.38,4.302,0,1.39775,1.92781,1.398,1.92698
8,7,20,20:00:00,0.03,36.6,246.48,1.839,244.76,1.911,0,1.39629,1.9301,1.39642,1.9301
8,7,20,20:30:00,0.06,33.4,266.23,3.376,263.02,4.369,0,1.39521,1.93223,1.39533,1.93198
8,7,20,21:00:00,0.02,31.4,274.86,3.667,273.67,2.21,0,1.39525,1.93393,1.39488,1.93385
8,7,20,21:30:00,0.04,30.3,283.24,3.134,281.24,1.555,0,1.395,1.93502,1.39496,1.93493
8,7,20,22:00:00,-0.08,29.6,286.39,2.998,290.53,3.587,0,1.39496,1.93552,1.39542,1.93564
8,7,20,22:30:00,-0.14,29.8,293.15,1.799,300.22,2.521,0,1.39554,1.93552,1.39563,1.93518
8,7,20,23:00:00,-0.16,30,294.24,3.202,302.71,2.619,0,1.396,1.9356,1.39617,1.93531
8,7,20,23:30:00,-0.13,30.1,295.26,2.324,302.23,2.782,0,1.396,1.93552,1.39613,1.93543
8,8,20,0:00:00,-0.1,30.1,299.78,1.411,304.84,4.143,0,1.39663,1.93577,1.39629,1.93535
8,8,20,0:30:00,-0.07,30.1,301.25,5.118,304.66,2.809,0,1.39713,1.93573,1.39642,1.93535
8,8,20,1:00:00,-0.09,29.8,299.15,2.466,303.74,1.378,0,1.39646,1.93593,1.39633,1.93556
8,8,20,1:30:00,-0.05,29.3,300.13,3.196,302.9,1.359,0,1.39613,1.93614,1.39613,1.93618
8,8,20,2:00:00,-0.07,29,301.59,4.782,305.14,2.212,0,1.39588,1.93602,1.39583,1.93602
8,8,20,2:30:00,-0.14,28.9,306.09,1.384,313.4,0.851,0,1.39558,1.93593,1.39613,1.93593
8,8,20,3:00:00,-0.08,27.6,313.81,1.1,318.04,1.281,0,1.3945,1.93577,1.39483,1.93593
8,8,20,3:30:00,-0.02,26.4,317.57,1.906,318.52,1.346,0,1.39392,1.93673,1.39413,1.93681
8,8,20,4:00:00,-0.18,25.5,319.71,3.113,328.95,2.835,0,1.39358,1.93727,1.39354,1.93689
8,8,20,4:30:00,-0.05,24.8,331.48,3.308,334.2,1.887,0,1.39388,1.93773,1.39375,1.93735
8,8,20,5:00:00,-0.11,24.2,327.96,1.209,333.84,3.304,0,1.39313,1.93827,1.39346,1.9381
8,8,20,5:30:00,-0.1,23.9,329.11,3.662,334.39,2.917,0,1.39342,1.93868,1.39358,1.93848
8,8,20,6:00:00,-0.17,23.7,333.16,0.982,342.11,1.281,0,1.39354,1.93935,1.39371,1.93843
8,8,20,6:30:00,-0.13,23.6,335.61,3.319,342.11,1.967,0,1.39388,1.93939,1.39375,1.93864
8,8,20,7:00:00,-0.27,25.5,330.42,1.969,344.54,5.326,0,1.39538,1.93864,1.39538,1.93802
8,8,20,7:30:00,-0.22,27.1,331.95,3.743,343.14,6.416,0,1.39571,1.93639,1.39604,1.93618
8,8,20,8:00:00,-0.38,30.9,317.54,2.684,337.05,8.961,0,1.39763,1.93377,1.39796,1.93364
8,8,20,8:30:00,-0.31,36.7,283.42,2.558,299.52,9.795,0,1.39925,1.92956,1.39933,1.92952
8,8,20,9:00:00,-0.24,41,244.94,3.722,257.55,10.132,0,1.3995,1.92714,1.39963,1.92739
8,8,20,9:30:00,-0.26,44.3,209.33,4.613,222.8,9.136,0,1.39996,1.92573,1.40004,1.92614
8,8,20,10:00:00,-0.15,46.2,193.46,2.574,201.46,5.665,0,1.40042,1.92477,1.40079,1.9256
8,8,20,10:30:00,-0.18,47.6,181.55,2.91,190.93,6.689,0,1.40083,1.92468,1.40104,1.92493
8,8,20,11:00:00,-0.07,48.6,178.76,2.441,182.5,5.049,0,1.40088,1.92335,1.40129,1.92377
8,8,20,11:30:00,-0.16,49.6,171.43,2.414,179.64,6.136,0,1.40158,1.92298,1.40083,1.9226
8,8,20,12:00:00,-0.29,50.8,165.7,2.365,180.61,6.341,0,1.40133,1.92148,1.40167,1.92135
8,8,20,12:30:00,-0.15,52,164.61,3.41,172.62,3.999,0,1.40175,1.92089,1.40138,1.91998
8,8,20,13:00:00,-0.17,53.2,166.15,2.737,174.97,5.28,0,1.40167,1.9181,1.40175,1.91789
8,8,20,13:30:00,-0.24,54,153.44,3.866,166.11,7.804,0,1.40163,1.9186,1.40167,1.91777
8,8,20,14:00:00,-0.07,54,148.98,4.215,152.7,2.497,0,1.40154,1.91902,1.40163,1.91839
8,8,20,14:30:00,-0.15,54.4,142.21,3.556,150.15,6.319,0,1.40175,1.91873,1.40142,1.91864
8,8,20,15:00:00,-0.21,55.6,143.86,5.807,155.01,7.676,0,1.40213,1.91706,1.40246,1.91723
8,8,20,15:30:00,-0.13,55.8,137.96,4.278,144.61,5.79,0,1.40192,1.91735,1.40225,1.91706
8,8,20,16:00:00,-0.06,55.3,133.8,3.257,137.13,5.284,0,1.40171,1.9186,1.40171,1.91873
8,8,20,16:30:00,-0.11,54.6,132.07,3.764,137.69,4.434,0,1.40158,1.9196,1.40158,1.91935
8,8,20,17:00:00,-0.06,53.7,139.41,2.914,142.67,2.141,0,1.40167,1.91985,1.40179,1.9201
8,8,20,17:30:00,-0.04,52.6,140.77,2.478,142.69,3.225,0,1.40104,1.92102,1.40079,1.9206
8,8,20,18:00:00,-0.02,51.3,147.78,5.137,148.59,3.578,0,1.40021,1.92173,1.40071,1.92185
8,8,20,18:30:00,-0.03,49.9,153.09,3.395,154.68,3.794,0,1.40004,1.92289,1.4005,1.92298
8,8,20,19:00:00,0.03,47.9,168.97,4.427,167.33,3.26,0,1.39988,1.92435,1.39971,1.92373
8,8,20,19:30:00,-0.02,42.3,209.37,3.981,210.2,1.47,0,1.39829,1.9266,1.39838,1.92693
8,8,20,20:00:00,0.05,37.9,236.02,3.147,233.36,2.801,0,1.39675,1.92977,1.39675,1.92943
8,8,20,20:30:00,0.08,35.2,256.83,4.763,252.81,2.422,0,1.39654,1.93135,1.39638,1.93143
8,8,20,21:00:00,0,33.7,266.81,3.77,266.96,1.918,0,1.39621,1.93264,1.39629,1.93239
8,8,20,21:30:00,-0.07,32.8,272.65,4.289,276.03,3.361,0,1.39592,1.93314,1.39567,1.93306
8,8,20,22:00:00,-0.03,32.2,282.69,3.797,284.24,2.06,0,1.39629,1.93343,1.39638,1.93368
8,8,20,22:30:00,-0.05,31.9,285.07,3.07,287.84,2.377,0,1.39629,1.93352,1.39621,1.93348
8,8,20,23:00:00,-0.04,31.2,289.89,1.385,292.07,2.637,0,1.39567,1.93368,1.39571,1.93368
8,8,20,23:30:00,-0.07,29.8,297.47,4.623,301.18,1.334,0,1.39483,1.93406,1.39475,1.93352
8,9,20,0:00:00,-0.13,28.4,300.83,4.334,307.74,3.136,0,1.394,1.93539,1.39454,1.93493
8,9,20,0:30:00,-0.06,27.3,313.49,3.498,316.71,3.279,0,1.39438,1.93585,1.39425,1.93548
8,9,20,1:00:00,-0.06,26.5,320.55,2.52,323.47,2.888,0,1.39358,1.93593,1.3935,1.93548
8,9,20,1:30:00,-0.1,25.8,322.5,4.571,327.93,1.798,0,1.39371,1.93656,1.39379,1.93635
8,9,20,2:00:00,0,25.1,333.64,3.936,333.66,4.102,0,1.39354,1.93693,1.39333,1.93673
8,9,20,2:30:00,-0.12,24.6,327.69,2.306,333.86,2.009,0,1.39354,1.93781,1.39346,1.9371
8,9,20,3:00:00,-0.13,24.1,330.38,2.628,336.92,2.108,0,1.39283,1.93768,1.39321,1.93756
8,9,20,3:30:00,-0.09,23.6,338.15,2.775,342.98,3.485,0,1.39304,1.93777,1.393,1.93748
8,9,20,4:00:00,-0.1,23.3,335.02,3.246,340.35,2.38,0,1.39292,1.93835,1.39296,1.93835
8,9,20,4:30:00,-0.12,23,335.33,2.913,341.4,1.832,0,1.39292,1.93906,1.39317,1.93881
8,9,20,5:00:00,-0.1,22.8,345.87,4.138,351.05,3.545,0,1.393,1.93873,1.39292,1.93823
8,9,20,5:30:00,-0.14,22.6,347.21,3.882,354.51,2.218,0,1.39308,1.93864,1.39296,1.93831
8,9,20,6:00:00,-0.13,22.4,347.26,2.8,354.14,3.996,0,1.39304,1.93931,1.39292,1.93902
8,9,20,6:30:00,-0.09,22.4,347.88,3.885,352.57,2.179,0,1.39338,1.93973,1.39333,1.93931
8,9,20,7:00:00,-0.2,24.6,346,2.7,356.24,6.492,0,1.39517,1.93814,1.39496,1.93802
8,9,20,7:30:00,-0.2,26.1,339.68,3.677,350.26,4.304,0,1.39542,1.93656,1.39533,1.93631
8,9,20,8:00:00,-0.31,30.2,328.25,2.874,344.15,8.526,0,1.39771,1.93373,1.39738,1.9336
8,9,20,8:30:00,-0.37,36.6,285,4.283,304,11.254,0,1.39913,1.9291,1.39917,1.92914
8,9,20,9:00:00,-0.24,41,247.42,2.807,259.95,10.526,0,1.39938,1.92656,1.39963,1.92723
8,9,20,9:30:00,-0.26,44.2,216.14,3.467,229.72,7.455,0,1.39979,1.9251,1.40013,1.92527
8,9,20,10:00:00,-0.17,46.4,195.42,3.131,204.33,7.776,0,1.40025,1.92423,1.4005,1.92435
8,9,20,10:30:00,-0.1,48.6,181.59,4.879,186.53,7.555,0,1.40096,1.9226,1.40088,1.92318
8,9,20,11:00:00,-0.17,50.2,167.95,4.609,177,7.558,0,1.40133,1.92256,1.40154,1.92231
8,9,20,11:30:00,-0.19,51.5,165.54,2.642,175.49,7.845,0,1.40171,1.92085,1.40146,1.92093
8,9,20,12:00:00,-0.13,52.2,161.87,6.32,168.43,6.288,0,1.40142,1.91973,1.40121,1.91943
8,9,20,12:30:00,-0.13,52.8,157.23,3.214,164.14,4.772,0,1.40183,1.91973,1.40171,1.91985
8,9,20,13:00:00,-0.13,53.8,155.18,3.886,161.88,5.051,0,1.402,1.91881,1.40183,1.91831
8,9,20,13:30:00,-0.22,55.1,141.87,3.276,153.15,6.142,0,1.40154,1.91781,1.40175,1.91764
8,9,20,14:00:00,-0.12,55.9,147.44,5.612,153.87,6.12,0,1.40175,1.91685,1.40175,1.91648
8,9,20,14:30:00,-0.23,56.6,142.53,3.822,154.25,4.699,0,1.40217,1.91602,1.40221,1.91535
8,9,20,15:00:00,-0.23,57,134.21,2.956,146.15,5.582,0,1.402,1.91614,1.40167,1.91527
8,9,20,15:30:00,-0.22,57.5,131.32,3.861,142.96,7.012,0,1.40233,1.9156,1.40179,1.91506
8,9,20,16:00:00,-0.22,58.4,127.04,4.663,138.44,4.209,0,1.40238,1.91443,1.40258,1.91477
8,9,20,16:30:00,-0.01,58.2,128.95,2.405,129.49,5.849,0,1.40254,1.91543,1.40225,1.91481
8,9,20,17:00:00,-0.09,57.5,124.21,6.123,128.78,3.976,0,1.40229,1.91581,1.40225,1.91635
8,9,20,17:30:00,-0.12,56.3,119.31,3.664,125.57,2.386,0,1.40142,1.91777,1.40183,1.91748
8,9,20,18:00:00,0.01,54.5,126.02,2.76,125.43,4.077,0,1.40113,1.91943,1.40125,1.91914
8,9,20,18:30:00,0.04,52.4,134.16,2.52,131.99,3.937,0,1.40054,1.92143,1.40075,1.92123
8,9,20,19:00:00,0.06,49.5,143.98,4.847,140.82,2.219,0,1.39933,1.92423,1.39958,1.92352
8,9,20,19:30:00,0.11,43.5,192.2,5.019,186.34,1.141,0,1.39863,1.92702,1.39821,1.92706
8,9,20,20:00:00,0.06,39.3,224.1,4.452,220.75,3.175,0,1.39733,1.9291,1.39738,1.92927
8,9,20,20:30:00,-0.03,36.7,239.01,3.807,240.63,2.757,0,1.39679,1.93118,1.39671,1.93089
8,9,20,21:00:00,0.03,35.4,252.77,1.317,251.06,4.11,0,1.3965,1.93189,1.39675,1.93189
8,9,20,21:30:00,-0.01,34.5,258.87,1.425,259.21,1.853,0,1.39667,1.93281,1.39667,1.9326
8,9,20,22:00:00,-0.05,33.8,265.16,3.207,267.91,0.991,0,1.39671,1.93318,1.39683,1.93323
8,9,20,22:30:00,-0.02,33.1,268.85,4.083,269.66,3.489,0,1.39675,1.93364,1.39658,1.93356
8,9,20,23:00:00,-0.07,32.6,273.62,3.955,277.34,2.045,0,1.39688,1.93427,1.39658,1.93402
8,9,20,23:30:00,-0.09,32.2,275.17,2.812,279.9,1.915,0,1.39646,1.93431,1.39613,1.93398
8,10,20,0:00:00,-0.07,32,282.22,2.696,285.66,2.323,0,1.39688,1.9346,1.39663,1.93414
8,10,20,0:30:00,-0.1,31.7,283.34,4.714,288.36,2.704,0,1.3965,1.93477,1.39658,1.93452
8,10,20,1:00:00,-0.06,31.5,285.75,3.502,288.93,3.081,0,1.39671,1.93481,1.39633,1.93443
8,10,20,1:30:00,-0.15,31.6,286.72,3.183,294.31,4.604,0,1.39679,1.93523,1.39667,1.93485
8,10,20,2:00:00,-0.09,31.3,294.12,2.656,298.7,1.506,0,1.39663,1.93448,1.39658,1.93377
8,10,20,2:30:00,0,29.6,296.42,3.492,296.4,2.434,0,1.39517,1.93523,1.39504,1.93443
8,10,20,3:00:00,-0.06,28,294.15,2.449,297.41,2.927,0,1.39442,1.93677,1.39433,1.93648
8,10,20,3:30:00,-0.06,27.1,304.37,1.974,307.42,3.284,0,1.39408,1.93731,1.39363,1.93664
8,10,20,4:00:00,-0.11,26,310.63,3.683,316.28,2.656,0,1.39379,1.93727,1.39371,1.93681
8,10,20,4:30:00,-0.08,25.2,325.92,2.044,330.1,1.078,0,1.39333,1.93735,1.39367,1.93698
8,10,20,5:00:00,-0.15,24.6,327.45,3.949,335.43,2.247,0,1.39371,1.9381,1.39346,1.93735
8,10,20,5:30:00,-0.12,24.1,329.07,4.085,335.37,1.424,0,1.3935,1.93814,1.39308,1.93768
8,10,20,6:00:00,-0.1,23.8,328.83,3.585,333.99,2.885,0,1.39338,1.93885,1.3935,1.93873
8,10,20,6:30:00,-0.14,23.8,333.16,3.079,340.23,1.243,0,1.39392,1.93898,1.39375,1.93864
8,10,20,7:00:00,-0.25,25.7,329.34,2.205,342.23,3.598,0,1.39546,1.93852,1.3955,1.93793
8,10,20,7:30:00,-0.27,27.2,322.79,3.754,336.83,7.201,0,1.39567,1.93677,1.39567,1.93652
8,10,20,8:00:00,-0.38,31.2,312.33,3.877,331.86,8.731,0,1.39758,1.93364,1.39783,1.93339
8,10,20,8:30:00,-0.35,37,277.18,4.9,295.3,9.151,0,1.39917,1.92948,1.39929,1.92964
8,10,20,9:00:00,-0.27,41.4,237.3,2.161,251.51,11.901,0,1.39979,1.92727,1.39996,1.92706
8,10,20,9:30:00,-0.34,45,196.76,4.027,214.55,10.126,0,1.40013,1.92552,1.4,1.92539
8,10,20,10:00:00,-0.2,47,181.04,1.031,191.54,12.467,0,1.40046,1.92481,1.40067,1.92535
8,10,20,10:30:00,-0.08,47.7,177.06,6.236,181.13,5.362,0,1.40108,1.92427,1.40079,1.92485
8,10,20,11:00:00,-0.15,48.3,171.78,2.882,179.36,6.09,0,1.40029,1.92398,1.40071,1.92385
8,10,20,11:30:00,-0.23,49.6,161.69,5.141,173.6,8.074,0,1.40113,1.92323,1.40079,1.92281
8,10,20,12:00:00,-0.19,51,159.95,5.07,169.8,6.371,0,1.401,1.92168,1.40158,1.9221
8,10,20,12:30:00,-0.19,52.4,152.41,2.995,162.15,10.251,0,1.40154,1.92068,1.40121,1.92031
8,10,20,13:00:00,-0.28,53.5,148.63,3.928,163.13,4.253,0,1.40133,1.91914,1.402,1.9191
8,10,20,13:30:00,-0.15,54.3,141.63,6.524,149.44,4.806,0,1.40188,1.91868,1.40179,1.91898
8,10,20,14:00:00,-0.22,55.5,135.67,3.375,146.96,7.242,0,1.40213,1.91777,1.40233,1.9181
8,10,20,14:30:00,-0.11,55.6,132.2,3.213,138.05,5.539,0,1.40221,1.91843,1.40229,1.9181
8,10,20,15:00:00,-0.24,55.8,128.42,1.99,140.8,5.241,0,1.40217,1.91856,1.40213,1.91764
8,10,20,15:30:00,-0.13,55.9,134.63,3.416,141.4,3.399,0,1.40233,1.91789,1.40246,1.91743
8,10,20,16:00:00,-0.22,55.8,128.75,1.353,140.17,4.287,0,1.40163,1.91789,1.40221,1.91781
8,10,20,16:30:00,-0.04,55.1,131.93,2.88,133.92,2.733,0,1.40163,1.91835,1.40192,1.91843
8,10,20,17:00:00,-0.01,53.9,130.9,4.806,131.54,3.82,0,1.40125,1.9201,1.40104,1.91985
8,10,20,17:30:00,-0.05,52.3,131.78,3.886,134.22,2.934,0,1.40025,1.9216,1.40025,1.92098
8,10,20,18:00:00,0.03,50.4,141.74,3.072,139.97,3.034,0,1.39992,1.9226,1.39979,1.92289
8,10,20,18:30:00,0.03,48,160.98,3.453,159.29,3.836,0,1.39938,1.92377,1.39975,1.92385
8,10,20,19:00:00,0.07,44.2,186.98,2.863,183.49,2.114,0,1.39783,1.92589,1.39779,1.92585
8,10,20,19:30:00,-0.01,37.8,227.55,6.019,228.27,2.819,0,1.39646,1.93027,1.39638,1.92977
8,10,20,20:00:00,0.07,33.9,250.67,1.257,247.27,2.378,0,1.39533,1.93268,1.395,1.93252
8,10,20,20:30:00,0.06,31.5,263.35,3.105,260.21,2.515,0,1.39471,1.93423,1.39429,1.93435
8,10,20,21:00:00,0,30,271.55,3.773,271.57,4.248,0,1.39446,1.9356,1.3945,1.93506
8,10,20,21:30:00,0,29.1,278.2,4.254,278.33,3.395,0,1.39454,1.93627,1.3945,1.93643
8,10,20,22:00:00,-0.06,28.5,279.16,4.764,282.27,1.732,0,1.39433,1.93689,1.39421,1.93693
8,10,20,22:30:00,-0.03,27.8,285.22,4.282,286.93,2.515,0,1.39425,1.93773,1.39383,1.93748
8,10,20,23:00:00,0,27.3,287.8,2.768,287.68,1.243,0,1.39417,1.93835,1.39371,1.93773
8,10,20,23:30:00,-0.05,27.2,292.43,4.655,295.09,5.257,0,1.39421,1.9381,1.39408,1.93814
8,11,20,0:00:00,-0.08,27.1,290.43,3.774,294.48,3.232,0,1.39446,1.93848,1.39413,1.93848
8,11,20,0:30:00,-0.02,26.4,290.14,1.132,291.19,0.99,0,1.39346,1.93873,1.39367,1.93889
8,11,20,1:00:00,-0.02,25.9,293.76,3.422,294.56,2.391,0,1.39379,1.93943,1.39367,1.93914
8,11,20,1:30:00,-0.07,25.5,296.84,2.914,300.49,1.833,0,1.39333,1.93964,1.39392,1.93948
8,11,20,2:00:00,-0.09,25.3,298.75,4.026,303.64,3.147,0,1.39379,1.9401,1.39375,1.94002
8,11,20,2:30:00,-0.08,25,296.5,2.897,300.46,1.973,0,1.39354,1.94027,1.39388,1.94018
8,11,20,3:00:00,0.01,24.7,301.45,2.766,300.75,2.785,0,1.39363,1.94043,1.39313,1.94039
8,11,20,3:30:00,-0.09,24.7,302.93,4.506,307.67,4.423,0,1.39367,1.94048,1.39383,1.94068
8,11,20,4:00:00,-0.05,24.5,305,4.104,307.59,3.018,0,1.394,1.94081,1.39379,1.94068
8,11,20,4:30:00,-0.14,24.3,302.87,1.928,310.35,2.027,0,1.39367,1.94118,1.39371,1.94052
8,11,20,5:00:00,-0.09,24.2,306.75,5.769,311.43,2.203,0,1.39379,1.94089,1.39367,1.94068
8,11,20,5:30:00,-0.03,24,307.22,3.366,308.78,3.169,0,1.39363,1.94123,1.39375,1.94102
8,11,20,6:00:00,-0.09,23.8,307.29,3.662,312.11,2.513,0,1.39358,1.94143,1.3935,1.94123
8,11,20,6:30:00,-0.12,23.8,308.96,5.531,315.03,1.944,0,1.39396,1.94139,1.39388,1.94127
8,11,20,7:00:00,-0.2,25.2,309.92,2.393,320.55,4.325,0,1.39525,1.94089,1.39521,1.94068
8,11,20,7:30:00,-0.15,26.1,308.69,2.949,316.54,6.479,0,1.39513,1.93964,1.39496,1.93927
8,11,20,8:00:00,-0.35,29.6,298.47,6.452,316.69,8.651,0,1.39708,1.93673,1.39713,1.93677
8,11,20,8:30:00,-0.41,34.8,270.32,3.009,291.53,11.037,0,1.39829,1.93264,1.39825,1.93264
8,11,20,9:00:00,-0.41,38.3,243.34,3.541,264.86,10.129,0,1.39854,1.93073,1.39933,1.93002
8,11,20,9:30:00,-0.26,40,229.12,4.257,242.59,10.825,0,1.39913,1.92993,1.399,1.92948
8,11,20,10:00:00,-0.22,41,220.97,1.451,232.55,6.833,0,1.39875,1.92856,1.39888,1.92843
8,11,20,10:30:00,-0.14,41.8,221.84,6.649,229.12,4.674,0,1.39913,1.92823,1.3995,1.92806
8,11,20,11:00:00,-0.14,42.7,219.39,4.323,226.9,5.025,0,1.39967,1.92714,1.39971,1.92706
8,11,20,11:30:00,-0.22,44.1,208.87,5.284,220.55,6.66,0,1.40013,1.92618,1.39933,1.92518
8,11,20,12:00:00,-0.2,45.3,197.89,2.84,208.23,5.87,0,1.40017,1.92539,1.40042,1.92539
8,11,20,12:30:00,-0.16,46.5,185.31,1.433,193.48,6.634,0,1.40025,1.92485,1.40038,1.92485
8,11,20,13:00:00,-0.25,47.7,169.91,3.305,183.09,5.169,0,1.39988,1.92443,1.40042,1.92427
8,11,20,13:30:00,-0.11,48.3,165.25,4.535,170.93,5.913,0,1.40063,1.9246,1.40046,1.92427
8,11,20,14:00:00,-0.11,48.9,158.9,4.523,164.5,5.922,0,1.40104,1.92456,1.40029,1.92385
8,11,20,14:30:00,-0.09,49.2,155.37,3.824,160.03,5.084,0,1.40075,1.92406,1.40038,1.92389
8,11,20,15:00:00,-0.14,49.8,150.28,3.629,157.47,5.512,0,1.40067,1.92381,1.40058,1.9236
8,11,20,15:30:00,0,49.7,154.31,3.956,154.28,3.683,0,1.40083,1.92402,1.40088,1.92439
