Stn Id,Stn Name,CIMIS Region,Date,Hour ,DOY,ETo ,qc,Precip,qc,Sol Rad ,qc,Net Rad ,qc,Vap Pres ,qc,Air Temp ,qc,Rel Hum ,qc,Dew Point,qc,Wind Speed,qc,Res Wind Speed (m/s),qc,Wind Dir ,qc,Wind Dir Std Dev,qc,Soil Temp ,qc,PM ETo ,qc,PM ETr ,qc,Exp 1,Exp 2
,,,,(PST),,(mm),, (mm),,(W/sq.m),,(W/sq.m),,(kPa),,(C),,(%),, (C),, (m/s),,,,(0-360),,,,(C),,(mm),,(mm),,,
170,Concord,San Francisco Bay,4/25/2020,1700,116,0.3, ,0, ,329, ,181, ,1.4, ,27.7, ,38, ,12.1, ,2.6, ,2.4, ,309, ,21, ,17.3, ,0.33, ,,N,38,13.2
170,Concord,San Francisco Bay,4/25/2020,1800,116,0.16, ,0, ,140, ,71, ,1.4, ,25.2, ,44, ,12.1, ,2.5, ,2.3, ,307, ,22, ,17.5, ,0.19, ,,N,44.3,13
170,Concord,San Francisco Bay,4/25/2020,1900,116,0.06, ,0, ,25, ,-9, ,1.4, ,22.4, ,50, ,11.4, ,1.4, ,1.1, ,305, ,37, ,17.7, ,0.04, ,,N,49.8,12.7
170,Concord,San Francisco Bay,4/25/2020,2000,116,0.04, ,0, ,0, ,-29, ,1.2, ,20.8, ,48, ,9.3, ,1.1, ,0.6, ,191, ,53, ,17.8, ,0.02, ,,N,47.6,12.6
170,Concord,San Francisco Bay,4/25/2020,2100,116,0.02, ,0, ,0, ,-27, ,1.3, ,19, ,57, ,10.3, ,0.7, ,0.5, ,122, ,43, ,17.8, ,0, ,,N,56.9,12.5
170,Concord,San Francisco Bay,4/25/2020,2200,116,0.03,Y,0, ,0, ,-27, ,1.2, ,18.9,Y,57,Y,10.1,Y,1.3, ,0.9, ,191, ,42, ,17.8, ,0.02,Y,,N,56.9,12.4
170,Concord,San Francisco Bay,4/25/2020,2300,116,0.02,Y,0, ,0, ,-27, ,1.3, ,18.3,Y,63,Y,11.2,Y,1.4, ,1.1, ,209, ,32, ,17.7, ,0.02,Y,,N,63.3,12.4
170,Concord,San Francisco Bay,4/25/2020,2400,116,0.01,Y,0, ,0, ,-26, ,1.3, ,16.8,Y,71,Y,11.4,Y,1.5, ,1.2, ,213, ,35, ,17.6, ,0.01,Y,,N,70.6,12.4
170,Concord,San Francisco Bay,4/26/2020,100,117,0, ,0, ,0, ,-68, ,1.3, ,15.2, ,78, ,11.3, ,1.1, ,0.6, ,171, ,56, ,17.5, ,0, ,,N,77.7,12.3
170,Concord,San Francisco Bay,4/26/2020,200,117,0, ,0, ,0, ,-68, ,1.3, ,14.5, ,80, ,11.2, ,0.9, ,0.4, ,179, ,58, ,17.4, ,0, ,,N,80.5,12.3
170,Concord,San Francisco Bay,4/26/2020,300,117,0, ,0, ,0, ,-67, ,1.3, ,13.6, ,83, ,10.8, ,1.1, ,0.2, ,144, ,72, ,17.3, ,0, ,,N,83.4,12.3
170,Concord,San Francisco Bay,4/26/2020,400,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,500,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,600,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,700,117,0.09, ,0, ,230, ,78, ,1.4, ,15.2, ,79, ,11.6, ,1.2, ,1, ,197, ,36, ,16.8, ,0.1, ,,N,79,13.5
170,Concord,San Francisco Bay,4/26/2020,800,117,0.24, ,0, ,418, ,218, ,1.4, ,17.9, ,67, ,11.7, ,1.5, ,1.1, ,231, ,43, ,16.7, ,0.23, ,,N,67.2,13.4
170,Concord,San Francisco Bay,4/26/2020,900,117,0.37, ,0, ,610, ,330, ,1.4, ,20.1, ,59, ,11.8, ,1.8, ,1.4, ,289, ,38, ,16.6, ,0.38, ,,N,59,13.3
170,Concord,San Francisco Bay,4/26/2020,1000,117,0.53, ,0, ,773, ,447, ,1.3, ,22.1, ,51, ,11.4, ,2.5, ,2.2, ,298, ,29, ,16.5, ,0.51, ,,N,50.8,13.3
170,Concord,San Francisco Bay,4/26/2020,1100,117,0.65, ,0, ,888, ,530, ,1.3, ,23.2, ,46, ,11, ,3, ,2.8, ,304, ,21, ,16.4, ,0.61, ,,N,46.2,13.2
170,Concord,San Francisco Bay,4/26/2020,1200,117,0.7, ,0, ,946, ,574, ,1.4, ,24, ,46, ,11.8, ,3, ,2.8, ,301, ,19, ,16.4, ,0.66, ,,N,46.4,13.2
170,Concord,San Francisco Bay,4/26/2020,1300,117,0.72, ,0, ,946, ,572, ,1.3, ,25.1, ,42, ,11.3, ,2.8, ,2.6, ,305, ,26, ,16.5, ,0.68, ,,N,42,13.2
170,Concord,San Francisco Bay,4/26/2020,1400,117,0.68, ,0, ,885, ,525, ,1.3, ,25.8, ,40, ,11.1, ,3.1, ,2.8, ,293, ,24, ,16.7, ,0.66, ,,N,39.7,13.2
170,Concord,San Francisco Bay,4/26/2020,1500,117,0.6, ,0, ,768, ,455, ,1.2, ,25.7, ,37, ,10, ,2.9, ,2.5, ,282, ,29, ,17, ,0.59, ,,N,37.3,13.2
170,Concord,San Francisco Bay,4/26/2020,1600,117,0.49, ,0, ,605, ,350, ,1.1, ,25.4, ,34, ,8.5, ,2.9, ,2.6, ,283, ,27, ,17.3, ,0.49, ,,N,34.2,13.2
170,Concord,San Francisco Bay,4/26/2020,1700,117,0.33, ,0, ,407, ,222, ,1, ,24.2, ,35, ,7.7, ,2.6, ,2.3, ,288, ,28, ,17.6, ,0.35, ,,N,34.8,13.2
170,Concord,San Francisco Bay,4/26/2020,1800,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,1900,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,2000,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,2100,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,2200,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,2300,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/26/2020,2400,117,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,100,118,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,200,118,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,300,118,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,400,118,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,500,118,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,600,118,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/27/2020,700,118,0.12, ,0, ,273,Y,103, ,1.1, ,15, ,67, ,8.9, ,1.8, ,1.6, ,180, ,28, ,16.7, ,0.14, ,,N,66.7,13.6
170,Concord,San Francisco Bay,4/27/2020,800,118,0.25, ,0, ,407, ,218, ,1.1, ,16.8, ,60, ,8.9, ,1.9, ,1.5, ,204, ,36, ,16.7, ,0.23, ,,N,59.6,13.4
170,Concord,San Francisco Bay,4/27/2020,900,118,0.39, ,0, ,591, ,337, ,1, ,19.7, ,45, ,7.5, ,1.8, ,1.3, ,270, ,45, ,16.5, ,0.38, ,,N,45.6,13.4
170,Concord,San Francisco Bay,4/27/2020,1000,118,0.53, ,0, ,747, ,440, ,1.1, ,21.2, ,42, ,7.9, ,2.4, ,2.2, ,294, ,23, ,16.4, ,0.5, ,,N,42.3,13.3
170,Concord,San Francisco Bay,4/27/2020,1100,118,0.63, ,0, ,881, ,522, ,1.1, ,22.8, ,41, ,8.7, ,2.6, ,2.4, ,298, ,23, ,16.4, ,0.61, ,,N,40.6,13.2
170,Concord,San Francisco Bay,4/27/2020,1200,118,0.7, ,0, ,891, ,555, ,1.2, ,24.7, ,38, ,9.3, ,2.9, ,2.5, ,304, ,29, ,16.4, ,0.65, ,,N,37.7,13.2
170,Concord,San Francisco Bay,4/27/2020,1300,118,0.68, ,0, ,846, ,531, ,1.2, ,25.6, ,38, ,10, ,2.8, ,2.5, ,305, ,29, ,16.5, ,0.64, ,,N,37.6,13.2
170,Concord,San Francisco Bay,4/27/2020,1400,118,0.68, ,0, ,833, ,518, ,1.3, ,26.3, ,38, ,10.8, ,2.9, ,2.7, ,310, ,24, ,16.6, ,0.64, ,,N,37.9,13.2
170,Concord,San Francisco Bay,4/27/2020,1500,118,0.55, ,0, ,660, ,403, ,1.4, ,26.7, ,39, ,11.5, ,2.9, ,2.6, ,297, ,23, ,16.9, ,0.54, ,,N,38.8,13.2
170,Concord,San Francisco Bay,4/27/2020,1600,118,0.47, ,0, ,566, ,334, ,1.5, ,26.9, ,41, ,12.6, ,2.8, ,2.4, ,280, ,31, ,17.2, ,0.47, ,,N,41.2,13.2
170,Concord,San Francisco Bay,4/27/2020,1700,118,0.33, ,0, ,394, ,220, ,1.5, ,26, ,44, ,13, ,2.6, ,2.1, ,275, ,35, ,17.5, ,0.34, ,,N,44.4,13.2
170,Concord,San Francisco Bay,4/27/2020,1800,118,0.18, ,0, ,194, ,100, ,1.5, ,25.1, ,47, ,12.9, ,2.1, ,1.8, ,267, ,30, ,17.7, ,0.19, ,,N,46.8,12.8
170,Concord,San Francisco Bay,4/27/2020,1900,118,0.06, ,0, ,28, ,-15, ,1.5, ,23.2, ,52, ,12.8, ,1.7, ,1.5, ,249, ,33, ,17.9, ,0.05, ,,N,52.1,12.6
170,Concord,San Francisco Bay,4/27/2020,2000,118,0.02, ,0, ,0, ,-36, ,1.5, ,21.4, ,57, ,12.6, ,1.3, ,1, ,211, ,36, ,18, ,0.02, ,,N,57.2,12.5
170,Concord,San Francisco Bay,4/27/2020,2100,118,0.01, ,0, ,0, ,-35, ,1.5, ,19.3, ,67, ,13, ,0.9, ,0.6, ,133, ,51, ,18, ,0.01, ,,N,67,12.4
170,Concord,San Francisco Bay,4/27/2020,2200,118,0, ,0, ,0, ,-34, ,1.5, ,17.7, ,74, ,13, ,0.8, ,0.4, ,114, ,59, ,18, ,0, ,,N,73.9,12.4
170,Concord,San Francisco Bay,4/27/2020,2300,118,0, ,0, ,0, ,-34, ,1.5, ,17.1, ,77, ,13.1, ,0.8, ,0.4, ,128, ,55, ,17.9, ,0, ,,N,77.4,12.4
170,Concord,San Francisco Bay,4/27/2020,2400,118,0,Y,0, ,0, ,-34, ,1.5, ,16.8,Y,79,Y,13.2,Y,0.6, ,0.4, ,138, ,48, ,17.8, ,0,Y,,N,79.4,12.3
170,Concord,San Francisco Bay,4/28/2020,100,119,0, ,0, ,0, ,-66, ,1.5, ,16, ,82, ,13, ,0.6, ,0.5, ,122, ,40, ,17.7, ,0, ,,N,82.5,12.3
170,Concord,San Francisco Bay,4/28/2020,200,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,300,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,400,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,500,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,600,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,700,119,0.12,Y,0, ,276,Y,111, ,1.6, ,17.2,Y,80,Y,13.8,Y,1.2, ,0.9, ,151, ,39, ,17, ,0.13,Y,,N,80.1,13.5
170,Concord,San Francisco Bay,4/28/2020,800,119,0.25, ,0, ,415, ,224, ,1.6, ,20, ,68, ,13.8, ,1.3, ,0.9, ,190, ,41, ,16.9, ,0.24, ,,N,67.6,13.4
170,Concord,San Francisco Bay,4/28/2020,900,119,0.39, ,0, ,602, ,345, ,1.6, ,22.3, ,60, ,14.1, ,1.3, ,0.7, ,278, ,53, ,16.8, ,0.39, ,,N,60.1,13.3
170,Concord,San Francisco Bay,4/28/2020,1000,119,0.53, ,0, ,760, ,440, ,1.6, ,24, ,54, ,14.3, ,2.1, ,1.9, ,316, ,28, ,16.7, ,0.52, ,,N,54.6,13.2
170,Concord,San Francisco Bay,4/28/2020,1100,119,0.65, ,0, ,873, ,522, ,1.6, ,25.5, ,48, ,13.8, ,2.6, ,2.3, ,304, ,24, ,16.7, ,0.63, ,,N,48.3,13.2
170,Concord,San Francisco Bay,4/28/2020,1200,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,1300,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,1400,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,1500,119,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,N,,
170,Concord,San Francisco Bay,4/28/2020,1600,119,0.45, ,0, ,557, ,330, ,1.6, ,28.7, ,41, ,14.1, ,1.8, ,1.8,R,337, ,0, ,17.4, ,0.45, ,,N,40.9,13
170,Concord,San Francisco Bay,4/28/2020,1700,119,0.37, ,0, ,449, ,243, ,1.6, ,28.3, ,40, ,13.6, ,2.6, ,2.3, ,310, ,27, ,17.5, ,0.39, ,,N,40.5,13.1
170,Concord,San Francisco Bay,4/28/2020,1800,119,0.22, ,0, ,236, ,117, ,1.5, ,26.4, ,43, ,12.7, ,2.7, ,2.5, ,307, ,21, ,17.8, ,0.24, ,,N,42.9,13.1
170,Concord,San Francisco Bay,4/28/2020,1900,119,0.05, ,0, ,40, ,-21, ,1.5, ,23.2, ,53, ,13, ,1.7, ,1.5, ,326, ,25, ,18.1, ,0.05, ,,N,52.7,12.9
170,Concord,San Francisco Bay,4/28/2020,2000,119,0, ,0, ,1, ,-45, ,1.5, ,20.3, ,63, ,13, ,0.8, ,0.3, ,19, ,66, ,18.2, ,0.01, ,,N,62.8,12.9
170,Concord,San Francisco Bay,4/28/2020,2100,119,0,Y,0, ,0, ,-46, ,1.4, ,20.2,Y,60,Y,12.3,Y,1.1, ,0.6, ,212, ,56, ,18.3, ,0.01,Y,,N,60.5,12.8
170,Concord,San Francisco Bay,4/28/2020,2200,119,0, ,0, ,0, ,-45, ,1.4, ,17.9, ,69, ,12.1, ,0.9, ,0.3, ,97, ,68, ,18.3, ,0, ,,N,69.3,12.8
170,Concord,San Francisco Bay,4/28/2020,2300,119,0, ,0, ,0, ,-45, ,1.4, ,17.2, ,70, ,11.7, ,1, ,0.5, ,167, ,56, ,18.2, ,0, ,,N,70,12.8
170,Concord,San Francisco Bay,4/28/2020,2400,119,0, ,0, ,0, ,-45, ,1.4, ,15.9, ,75, ,11.4, ,1.3, ,0.8, ,226, ,51, ,18.1, ,0.01, ,,N,74.6,12.7
170,Concord,San Francisco Bay,4/29/2020,100,120,0, ,0, ,0, ,-23, ,1.4, ,15.2, ,78, ,11.5, ,1.5, ,1.1, ,231, ,41, ,18, ,0, ,,N,78.4,12.7
170,Concord,San Francisco Bay,4/29/2020,200,120,0, ,0, ,0, ,-23, ,1.4, ,14.7, ,81, ,11.5, ,1.8, ,1.5, ,234, ,32, ,17.9, ,0.01, ,,N,81.2,12.7
170,Concord,San Francisco Bay,4/29/2020,300,120,0, ,0, ,0, ,-23, ,1.4, ,14.2, ,84, ,11.7, ,1.9, ,1.6, ,218, ,31, ,17.8, ,0, ,,N,84.5,12.7
170,Concord,San Francisco Bay,4/29/2020,400,120,0, ,0, ,0, ,-23, ,1.4, ,14, ,85, ,11.5, ,1.7, ,1.4, ,237, ,32, ,17.6, ,0, ,,N,84.9,12.7
170,Concord,San Francisco Bay,4/29/2020,500,120,0, ,0, ,0, ,-23, ,1.3, ,13.5, ,84, ,10.9, ,1.8, ,1.4, ,210, ,37, ,17.5, ,0, ,,N,84.3,12.6
170,Concord,San Francisco Bay,4/29/2020,600,120,0.01, ,0, ,17, ,-11, ,1.3, ,13, ,86, ,10.6, ,1.8, ,1.6, ,219, ,26, ,17.4, ,0, ,,N,85.5,12.7
170,Concord,San Francisco Bay,4/29/2020,700,120,0.07, ,0, ,111, ,66, ,1.3, ,13.6, ,84, ,10.9, ,2.3, ,2, ,211, ,26, ,17.3, ,0.07, ,,N,84.1,12.8
170,Concord,San Francisco Bay,4/29/2020,800,120,0.15, ,0, ,257, ,140, ,1.3, ,14.9, ,78, ,11.2, ,2.5, ,2.1, ,206, ,31, ,17.2, ,0.15, ,,N,78.4,13.6
170,Concord,San Francisco Bay,4/29/2020,900,120,0.27, ,0, ,443, ,259, ,1.3, ,16, ,74, ,11.4, ,2.8, ,2.4, ,202, ,31, ,17.1, ,0.25, ,,N,74.1,13.8
170,Concord,San Francisco Bay,4/29/2020,1000,120,0.39, ,0, ,591, ,359, ,1.3, ,17.6, ,67, ,11.3, ,2.8, ,2.4, ,208, ,29, ,17, ,0.35, ,,N,66.9,13.7
170,Concord,San Francisco Bay,4/29/2020,1100,120,0.39, ,0, ,561, ,336, ,1.3, ,19.3, ,59, ,11, ,2.5, ,2.3, ,222, ,27, ,16.9, ,0.37, ,,N,58.5,13.7
170,Concord,San Francisco Bay,4/29/2020,1200,120,0.55, ,0, ,771, ,485, ,1.3, ,21.1, ,54, ,11.3, ,2.4, ,1.9, ,234, ,36, ,16.9, ,0.51, ,,N,53.7,13.6
170,Concord,San Francisco Bay,4/29/2020,1300,120,0.52, ,0, ,683, ,421, ,1.2, ,22.3, ,44, ,9.6, ,2.6, ,2.2, ,282, ,33, ,16.9, ,0.5, ,,N,44.5,13.5
170,Concord,San Francisco Bay,4/29/2020,1400,120,0.57, ,0, ,761, ,475, ,1.3, ,23.1, ,45, ,10.4, ,2.3, ,1.7, ,246, ,43, ,16.9, ,0.54, ,,N,44.6,13.5
170,Concord,San Francisco Bay,4/29/2020,1500,120,0.59, ,0, ,803, ,467, ,1.3, ,24.6, ,42, ,10.9, ,2.4, ,2, ,275, ,32, ,17, ,0.58, ,,N,42.1,13.5
170,Concord,San Francisco Bay,4/29/2020,1600,120,0.32, ,0, ,396, ,226, ,1.4, ,23.7, ,46, ,11.4, ,2.6, ,2.4, ,293, ,25, ,17.2, ,0.34, ,,N,46.2,13.5
170,Concord,San Francisco Bay,4/29/2020,1700,120,0.15, ,0, ,191, ,98, ,1.4, ,21.1, ,58, ,12.4, ,2.2, ,1.7, ,198, ,39, ,17.4, ,0.18, ,,N,57.8,13.5
170,Concord,San Francisco Bay,4/29/2020,1800,120,0.14, ,0, ,174, ,92, ,1.5, ,19.7, ,64, ,12.7, ,2.4, ,2.1, ,223, ,32, ,17.6, ,0.14, ,,N,64.2,13.5
170,Concord,San Francisco Bay,4/29/2020,1900,120,0.05, ,0, ,73, ,16, ,1.5, ,18.2, ,69, ,12.5, ,2.4, ,2, ,233, ,33, ,17.7, ,0.07, ,,N,69.5,13.2
170,Concord,San Francisco Bay,4/29/2020,2000,120,0.01, ,0, ,1, ,-30, ,1.4, ,16.8, ,74, ,12.2, ,2.5, ,2.1, ,192, ,32, ,17.8, ,0.02, ,,N,74.2,13
170,Concord,San Francisco Bay,4/29/2020,2100,120,0, ,0, ,0, ,-30, ,1.4, ,15.5, ,78, ,11.8, ,2.3, ,2, ,184, ,29, ,17.8, ,0.01, ,,N,78.4,13
170,Concord,San Francisco Bay,4/29/2020,2200,120,0, ,0, ,0, ,-30, ,1.4, ,14.6, ,82, ,11.5, ,2.1, ,1.8, ,181, ,29, ,17.8, ,0.01, ,,N,82,13
170,Concord,San Francisco Bay,4/29/2020,2300,120,0, ,0, ,0, ,-30, ,1.3, ,13.9, ,84, ,11.3, ,2.4, ,2.1, ,196, ,27, ,17.7, ,0.01, ,,N,84.4,12.9
170,Concord,San Francisco Bay,4/29/2020,2400,120,0, ,0, ,0, ,-30, ,1.3, ,13.5, ,84, ,10.9, ,1.9, ,1.6, ,184, ,31, ,17.6, ,0, ,,N,84.1,12.9
170,Concord,San Francisco Bay,4/30/2020,100,121,0, ,0, ,0, ,-29, ,1.3, ,13.3, ,83, ,10.6, ,1.6, ,1.3, ,212, ,32, ,17.5, ,0, ,,N,83.4,12.9
170,Concord,San Francisco Bay,4/30/2020,200,121,0, ,0, ,0, ,-29, ,1.3, ,13.2, ,84, ,10.5, ,1.8, ,1.4, ,199, ,37, ,17.4, ,0, ,,N,83.6,12.9
170,Concord,San Francisco Bay,4/30/2020,300,121,0, ,0, ,0, ,-29, ,1.3, ,13, ,84, ,10.4, ,1.9, ,1.7, ,208, ,30, ,17.3, ,0, ,,N,84,12.9
170,Concord,San Francisco Bay,4/30/2020,400,121,0, ,0, ,0, ,-29, ,1.2, ,12.8, ,85, ,10.2, ,1.4, ,1.1, ,183, ,38, ,17.2, ,0, ,,N,84.7,12.9
170,Concord,San Francisco Bay,4/30/2020,500,121,0, ,0, ,0, ,-29, ,1.2, ,12.2, ,88, ,10.2, ,1.1, ,1, ,149, ,28, ,17.1, ,0, ,,N,87.5,12.9
170,Concord,San Francisco Bay,4/30/2020,600,121,0, ,0, ,12, ,-20, ,1.3, ,12.6, ,86, ,10.3, ,1.4, ,1.2, ,183, ,25, ,16.9, ,0, ,,N,85.8,12.9
170,Concord,San Francisco Bay,4/30/2020,700,121,0.09, ,0, ,148, ,79, ,1.3, ,14, ,81, ,10.9, ,1.8, ,1.5, ,190, ,32, ,16.8, ,0.08, ,,N,81.3,13.1
170,Concord,San Francisco Bay,4/30/2020,800,121,0.24, ,0, ,401, ,222, ,1.3, ,16.4, ,72, ,11.3, ,2.1, ,1.8, ,206, ,32, ,16.7, ,0.22, ,,N,71.6,13.8
170,Concord,San Francisco Bay,4/30/2020,900,121,0.38, ,0, ,586, ,343, ,1.3, ,18.7, ,61, ,11, ,2.2, ,1.9, ,273, ,34, ,16.6, ,0.35, ,,N,61,13.8
170,Concord,San Francisco Bay,4/30/2020,1000,121,0.52, ,0, ,748, ,450, ,1.2, ,20.3, ,53, ,10.3, ,2.6, ,2.2, ,280, ,32, ,16.5, ,0.48, ,,N,52.6,13.7
170,Concord,San Francisco Bay,4/30/2020,1100,121,0.63, ,0, ,895, ,535, ,1.2, ,21.9, ,45, ,9.4, ,2.6, ,2.3, ,306, ,27, ,16.4, ,0.6, ,,N,45.1,13.6
170,Concord,San Francisco Bay,4/30/2020,1200,121,0.74, ,0, ,991, ,601, ,1, ,23.6, ,33, ,6.5, ,2.7, ,2.3, ,308, ,30, ,16.4, ,0.7, ,,N,33.2,13.5
170,Concord,San Francisco Bay,4/30/2020,1300,121,0.74, ,0, ,956, ,569, ,0.8, ,24.6, ,27, ,4.2, ,3.2, ,2.9, ,315, ,23, ,16.5, ,0.72, ,,N,26.6,13.5
170,Concord,San Francisco Bay,4/30/2020,1400,121,0.72, ,0, ,925, ,549, ,0.9, ,24.8, ,30, ,5.8, ,3.2, ,2.8, ,312, ,27, ,16.7, ,0.69, ,,N,29.6,13.5
170,Concord,San Francisco Bay,4/30/2020,1500,121,0.53, ,0, ,648, ,395, ,1.1, ,24.2, ,36, ,8.1, ,2.9, ,2.5, ,300, ,31, ,16.9, ,0.51, ,,N,35.8,13.5
170,Concord,San Francisco Bay,4/30/2020,1600,121,0.49, ,0, ,662, ,357, ,1, ,24.2, ,32, ,6.7, ,2.9, ,2.6, ,281, ,26, ,17.2, ,0.51, ,,N,32.4,13.4
170,Concord,San Francisco Bay,4/30/2020,1700,121,0.32, ,0, ,379, ,211, ,1, ,21.9, ,38, ,7.1, ,3.1, ,2.7, ,295, ,28, ,17.5, ,0.33, ,,N,38.5,13.4
170,Concord,San Francisco Bay,4/30/2020,1800,121,0.21, ,0, ,220, ,111, ,0.9, ,18.9, ,41, ,5.3, ,3.4, ,3, ,304, ,26, ,17.7, ,0.22, ,,N,40.7,13.4
170,Concord,San Francisco Bay,4/30/2020,1900,121,0.07, ,0, ,26, ,-28, ,0.8, ,17.4, ,38, ,2.9, ,2.3, ,2.1, ,295, ,22, ,17.9, ,0.06, ,,N,37.8,13.2
170,Concord,San Francisco Bay,4/30/2020,2000,121,0.05, ,0, ,1, ,-49, ,0.6, ,16.3, ,31, ,-0.7, ,1.9, ,1.7, ,275, ,29, ,18, ,0.05, ,,N,31.4,13
170,Concord,San Francisco Bay,4/30/2020,2100,121,0.04, ,0, ,0, ,-49, ,0.6, ,16, ,32, ,-0.6, ,1.5, ,1.1, ,253, ,43, ,18, ,0.04, ,,N,32.1,13
170,Concord,San Francisco Bay,4/30/2020,2200,121,0.03, ,0, ,0, ,-50, ,0.6, ,15.7, ,31, ,-1.4, ,1.2, ,0.8, ,200, ,43, ,17.9, ,0.03, ,,N,30.8,13
170,Concord,San Francisco Bay,4/30/2020,2300,121,0.02, ,0, ,0, ,-46, ,0.7, ,13.8, ,45, ,2.1, ,1.4, ,0.8, ,178, ,51, ,17.9, ,0.02, ,,N,44.8,12.9
170,Concord,San Francisco Bay,4/30/2020,2400,121,0.02, ,0, ,0, ,-43, ,0.9, ,13.8, ,56, ,5.3, ,1.9, ,1.6, ,198, ,32, ,17.7, ,0.03, ,,N,56.5,12.9
170,Concord,San Francisco Bay,5/1/2020,100,122,0.02, ,0, ,0, ,-31, ,0.8, ,12.7, ,56, ,4.3, ,1.3, ,0.9, ,155, ,48, ,17.6, ,0.02, ,,N,56.5,12.9
170,Concord,San Francisco Bay,5/1/2020,200,122,0.01, ,0, ,0, ,-31, ,0.8, ,11.8, ,60, ,4.3, ,1, ,0.4, ,111, ,63, ,17.5, ,0.01, ,,N,60,12.9
170,Concord,San Francisco Bay,5/1/2020,300,122,0.01, ,0, ,0, ,-31, ,0.9, ,11.9, ,62, ,5, ,1.2, ,0.8, ,203, ,47, ,17.3, ,0.01, ,,N,62.4,12.9
170,Concord,San Francisco Bay,5/1/2020,400,122,0.01, ,0, ,0, ,-30, ,0.9, ,11.4, ,66, ,5.4, ,1.3, ,1, ,203, ,39, ,17.2, ,0.01, ,,N,66.4,12.9
170,Concord,San Francisco Bay,5/1/2020,500,122,0.01, ,0, ,0, ,-30, ,0.9, ,10.8, ,69, ,5.4, ,1.1, ,0.8, ,187, ,41, ,17, ,0, ,,N,69.3,12.9
170,Concord,San Francisco Bay,5/1/2020,600,122,0.02, ,0, ,19, ,-16, ,0.9, ,10.5, ,68, ,4.8, ,0.9, ,0.1, ,127, ,75, ,16.9, ,0.01, ,,N,68.2,12.9
